Time,Longitude,Latitude,ortho_fit
2022-07-17T18:46:42.195,-115.191457,36.205766,2167.78833585284
2022-07-17T18:46:42.859,-115.191543,36.205809,2166.41139499183
2022-07-17T18:46:43.594,-115.191672,36.205938,2165.67327734938
2022-07-17T18:46:43.820,-115.191715,36.205938,2165.58110603932
2022-07-17T18:46:44.398,-115.191801,36.206045,2165.67511410984
2022-07-17T18:46:44.852,-115.191886,36.206088,2166.09063683744
2022-07-17T18:46:45.594,-115.192015,36.206238,2166.76975117502
2022-07-17T18:46:45.875,-115.192058,36.206217,2167.19266140979
2022-07-17T18:46:46.797,-115.192273,36.206431,2168.58028898164
2022-07-17T18:46:46.844,-115.192273,36.20641,2168.66008229896
2022-07-17T18:46:47.195,-115.192337,36.206496,2169.25598314638
2022-07-17T18:46:47.766,-115.192466,36.20656,2170.2253837324
2022-07-17T18:46:48.594,-115.192659,36.206753,2171.63609467532
2022-07-17T18:46:48.672,-115.19268,36.206732,2171.76510901487
2022-07-17T18:46:49.195,-115.192809,36.206861,2172.63016858769
2022-07-17T18:46:49.656,-115.192916,36.206903,2173.36443077855
2022-07-17T18:46:50.844,-115.193195,36.207182,2175.25662968561
2022-07-17T18:46:51.797,-115.193517,36.207418,2176.76827726857
2022-07-17T18:46:51.867,-115.193539,36.207418,2176.88032619058
2022-07-17T18:46:52.891,-115.193818,36.207633,2178.555065299
2022-07-17T18:46:53.398,-115.193989,36.207783,2179.44604596023
2022-07-17T18:46:53.875,-115.194118,36.207869,2180.409406723
2022-07-17T18:46:54.797,-115.194418,36.208105,2182.2715001416
2022-07-17T18:46:55.320,-115.194569,36.208234,2183.48917589951
2022-07-17T18:46:55.594,-115.194676,36.20832,2184.2001204837
2022-07-17T18:46:56.391,-115.194933,36.20847,2186.26808558474
2022-07-17T18:46:56.797,-115.195084,36.208642,2187.51444056786
2022-07-17T18:46:57.344,-115.195277,36.208749,2189.16269741087
2022-07-17T18:46:58.352,-115.19562,36.209028,2192.28804294353
2022-07-17T18:46:58.797,-115.19577,36.209178,2193.83413120498
2022-07-17T18:46:59.328,-115.195985,36.209307,2195.67901480567
2022-07-17T18:46:59.797,-115.196135,36.209478,2197.41180044562
2022-07-17T18:47:00.195,-115.196285,36.209586,2198.88226716191
2022-07-17T18:47:00.195,-115.196285,36.209586,2198.88226716191
2022-07-17T18:47:00.289,-115.196285,36.209564,2199.24897000661
2022-07-17T18:47:01.148,-115.196607,36.209822,2202.6000061018
2022-07-17T18:47:02.078,-115.196972,36.210122,2206.43116478277
2022-07-17T18:47:02.594,-115.197208,36.210294,2208.66101704974
2022-07-17T18:47:02.969,-115.197315,36.21038,2210.31090433448
2022-07-17T18:47:03.594,-115.197594,36.210594,2213.18633334674
2022-07-17T18:47:04.070,-115.197766,36.210701,2215.62623573676
2022-07-17T18:47:05.078,-115.198174,36.211023,2220.79309037289
2022-07-17T18:47:05.594,-115.198388,36.211238,2223.81551976209
2022-07-17T18:47:06.000,-115.198538,36.211367,2226.46274763926
2022-07-17T18:47:06.398,-115.19871,36.211474,2229.05781404935
2022-07-17T18:47:07.195,-115.199032,36.211753,2234.99725553947
2022-07-17T18:47:08.477,-115.199482,36.212118,2245.84734462309
2022-07-17T18:47:08.594,-115.199568,36.212204,2246.9219370053
2022-07-17T18:47:09.422,-115.19989,36.21244,2254.52673637953
2022-07-17T18:47:09.797,-115.200062,36.212611,2258.21717986527
2022-07-17T18:47:10.336,-115.200233,36.212761,2263.52157763997
2022-07-17T18:47:10.398,-115.200298,36.212804,2264.45923738446
2022-07-17T18:47:24.398,-115.206435,36.216946,2477.12368472386
2022-07-17T18:47:24.617,-115.206521,36.216989,2479.50078913575
2022-07-17T18:47:25.195,-115.206864,36.217117,2485.5138610223
2022-07-17T18:47:25.617,-115.2071,36.21716,2489.74664318804
2022-07-17T18:47:26.570,-115.207593,36.217353,2499.30550352633
2022-07-17T18:47:26.594,-115.207636,36.217396,2499.5335390284
2022-07-17T18:47:27.570,-115.20813,36.217504,2508.80691633011
2022-07-17T18:47:27.797,-115.208302,36.217589,2510.73754576622
2022-07-17T18:47:28.398,-115.208645,36.217675,2515.84903667854
2022-07-17T18:47:29.516,-115.209289,36.217782,2524.53295398713
2022-07-17T18:47:29.797,-115.209482,36.217825,2526.64251783848
2022-07-17T18:47:30.484,-115.209846,36.217847,2531.82418305614
2022-07-17T18:47:31.398,-115.210447,36.217954,2538.67011783708
2022-07-17T18:47:31.469,-115.210426,36.217933,2539.19480391127
2022-07-17T18:47:32.195,-115.210919,36.217976,2544.48015984033
2022-07-17T18:47:32.500,-115.211112,36.217976,2546.66091033081
2022-07-17T18:47:33.539,-115.211756,36.218019,2553.94485232028
2022-07-17T18:47:33.797,-115.211906,36.217997,2555.72822801761
2022-07-17T18:47:34.398,-115.212293,36.217997,2559.88252781539
2022-07-17T18:47:34.563,-115.212336,36.217976,2561.0078185871
2022-07-17T18:47:35.398,-115.212936,36.217954,2566.70247346307
2022-07-17T18:47:35.539,-115.212979,36.217911,2567.64909562579
2022-07-17T18:47:36.594,-115.213687,36.21789,2574.73197658465
2022-07-17T18:47:36.594,-115.213687,36.21789,2574.73197658465
2022-07-17T18:47:36.672,-115.213687,36.217847,2575.24994729986
2022-07-17T18:47:37.195,-115.214074,36.217825,2578.72301492304
2022-07-17T18:47:37.727,-115.214374,36.217782,2582.23855397454
2022-07-17T18:47:38.836,-115.215104,36.217675,2589.51662507707
2022-07-17T18:47:39.594,-115.215619,36.217568,2594.44426719298
2022-07-17T18:47:39.914,-115.215833,36.217504,2596.50526579463
2022-07-17T18:47:40.398,-115.216134,36.217439,2599.6225266211
2022-07-17T18:47:41.070,-115.216541,36.217353,2603.90955766362
2022-07-17T18:47:41.195,-115.216649,36.217332,2604.69543900983
2022-07-17T18:47:42.063,-115.217164,36.21716,2610.15259926975
2022-07-17T18:47:42.195,-115.217292,36.21716,2610.96810193895
2022-07-17T18:47:43.047,-115.217807,36.216989,2616.23180219077
2022-07-17T18:47:43.594,-115.218194,36.216881,2619.58872483053
2022-07-17T18:47:43.961,-115.218408,36.216795,2621.84665618496
2022-07-17T18:47:44.398,-115.218709,36.216731,2624.53525686018
2022-07-17T18:47:45.008,-115.219116,36.216624,2628.31993781098
2022-07-17T18:47:45.398,-115.219352,36.216538,2630.76484925757
2022-07-17T18:47:46.008,-115.21976,36.216388,2634.62363948552
2022-07-17T18:47:46.594,-115.220125,36.21628,2638.38724902679
2022-07-17T18:47:46.836,-115.220253,36.216238,2639.97555847122
2022-07-17T18:47:47.859,-115.220897,36.216023,2646.68977943789
2022-07-17T18:47:48.797,-115.221541,36.21583,2652.97654020219
2022-07-17T18:47:49.016,-115.221691,36.215744,2654.45782200607
2022-07-17T18:47:49.797,-115.222185,36.215594,2659.74038093337
2022-07-17T18:47:50.039,-115.222313,36.215551,2661.38764839911
2022-07-17T18:47:50.594,-115.222721,36.215422,2665.16547139229
2022-07-17T18:47:50.891,-115.222828,36.215379,2667.20488152187
2022-07-17T18:47:51.195,-115.223107,36.215293,2669.29206799582
2022-07-17T18:47:51.820,-115.223515,36.215143,2673.58404733374
2022-07-17T18:47:52.398,-115.223901,36.215036,2677.59283459529
2022-07-17T18:47:52.664,-115.22403,36.214972,2679.46372683066
2022-07-17T18:47:53.594,-115.224695,36.214757,2686.00481589718
2022-07-17T18:47:53.750,-115.224781,36.214714,2687.12477330337
2022-07-17T18:47:54.398,-115.225232,36.214585,2691.77690709585
2022-07-17T18:47:54.703,-115.225425,36.214478,2694.00208277584
2022-07-17T18:47:55.195,-115.225768,36.214392,2697.59154472205
2022-07-17T18:47:55.641,-115.226047,36.214285,2700.87843662538
2022-07-17T18:47:56.398,-115.226562,36.214113,2706.45730774015
2022-07-17T18:47:56.602,-115.226712,36.214049,2707.95773343795
2022-07-17T18:47:57.398,-115.227249,36.213877,2713.910840272
2022-07-17T18:47:57.570,-115.227292,36.213834,2715.23597725433
2022-07-17T18:47:58.195,-115.227785,36.213706,2720.05115716473
2022-07-17T18:47:58.609,-115.228043,36.213598,2723.30950536774
2022-07-17T18:47:59.586,-115.228708,36.213405,2731.42073752857
2022-07-17T18:47:59.594,-115.228751,36.213384,2731.49013659453
2022-07-17T18:48:00.195,-115.229158,36.213233,2736.7036517155
2022-07-17T18:48:00.695,-115.229523,36.213126,2741.20738466371
2022-07-17T18:48:01.773,-115.23021,36.21289,2751.49526334308
2022-07-17T18:48:01.797,-115.230274,36.212869,2751.7395249144
2022-07-17T18:48:02.398,-115.230682,36.21274,2757.85626046749
2022-07-17T18:48:02.797,-115.230982,36.212611,2762.17797118471
2022-07-17T18:48:03.398,-115.23139,36.212504,2768.68761756425
2022-07-17T18:48:03.828,-115.231712,36.212397,2773.65863326813
2022-07-17T18:48:04.195,-115.231948,36.212311,2777.90133514467
2022-07-17T18:48:04.289,-115.231926,36.212311,2779.00056552259
2022-07-17T18:48:05.383,-115.232742,36.212053,2792.54676478014
2022-07-17T18:48:05.398,-115.232806,36.212032,2792.74218408254
2022-07-17T18:48:06.195,-115.233364,36.211839,2803.12538950608
2022-07-17T18:48:06.695,-115.233665,36.211731,2809.65237071412
2022-07-17T18:48:07.211,-115.234115,36.211624,2816.97908112501
2022-07-17T18:48:07.398,-115.234222,36.211581,2819.88253986318
2022-07-17T18:48:08.305,-115.234888,36.211367,2833.77940329353
2022-07-17T18:48:08.797,-115.235231,36.211259,2841.20530458167
2022-07-17T18:48:09.195,-115.23551,36.211152,2847.23271236333
2022-07-17T18:48:09.289,-115.235531,36.211131,2848.66450520196
2022-07-17T18:48:10.336,-115.236304,36.210895,2865.0505376441
2022-07-17T18:48:10.797,-115.236647,36.210787,2872.65716089844
2022-07-17T18:48:11.266,-115.236905,36.210659,2880.70968186011
2022-07-17T18:48:11.398,-115.237076,36.210637,2883.01930456434
2022-07-17T18:48:12.344,-115.237699,36.210423,2899.7439530262
2022-07-17T18:48:12.398,-115.237763,36.210401,2900.69298140722
2022-07-17T18:48:13.195,-115.238321,36.210208,2914.64563424206
2022-07-17T18:48:13.258,-115.238342,36.210208,2915.75749448861
2022-07-17T18:48:14.195,-115.239029,36.209993,2931.75081730661
2022-07-17T18:48:14.258,-115.239029,36.209972,2932.71887493811
2022-07-17T18:48:15.133,-115.239694,36.209779,2946.39391701356
2022-07-17T18:48:15.797,-115.240145,36.209607,2956.86727994496
2022-07-17T18:48:16.109,-115.240338,36.209543,2961.72580260337
2022-07-17T18:48:16.797,-115.240831,36.209393,2972.11239207109
2022-07-17T18:48:17.172,-115.241024,36.209307,2977.49540817811
2022-07-17T18:48:17.797,-115.241539,36.209157,2985.96580198078
2022-07-17T18:48:18.195,-115.241818,36.209071,2991.1457028248
2022-07-17T18:48:18.234,-115.24184,36.209071,2991.64605634051
2022-07-17T18:48:19.211,-115.242527,36.208835,3003.75563751103
2022-07-17T18:48:20.234,-115.243213,36.208599,3015.57552364151
2022-07-17T18:48:20.594,-115.243514,36.208513,3019.54697397055
2022-07-17T18:48:21.195,-115.243943,36.208384,3025.85407094679
2022-07-17T18:48:21.398,-115.244071,36.208341,3027.83062097223
2022-07-17T18:48:22.195,-115.244651,36.208148,3035.59076728607
2022-07-17T18:48:22.203,-115.244629,36.208148,3035.66328757776
2022-07-17T18:48:23.195,-115.245359,36.207912,3044.65565029938
2022-07-17T18:48:23.391,-115.245423,36.207869,3046.41293448689
2022-07-17T18:48:24.438,-115.246239,36.20759,3055.76258467829
2022-07-17T18:48:24.797,-115.246496,36.207547,3059.01757971852
2022-07-17T18:48:25.445,-115.246925,36.207376,3064.98185416281
2022-07-17T18:48:25.797,-115.247226,36.207311,3068.2605213267
2022-07-17T18:48:26.453,-115.247676,36.207139,3074.43950092504
2022-07-17T18:48:26.594,-115.247784,36.207118,3075.77812668889
2022-07-17T18:48:27.461,-115.248363,36.206903,3084.00924788808
2022-07-17T18:48:27.797,-115.248663,36.206839,3087.25413226128
2022-07-17T18:48:28.578,-115.249157,36.206646,3094.78952068825
2022-07-17T18:48:28.594,-115.249221,36.206646,3094.94138821202
2022-07-17T18:48:29.398,-115.249801,36.206453,3103.0649026443
2022-07-17T18:48:29.461,-115.249779,36.206453,3103.80310763732
2022-07-17T18:48:30.539,-115.250616,36.206152,3116.10686973624
2022-07-17T18:48:30.797,-115.250809,36.20611,3119.06513365474
2022-07-17T18:48:31.594,-115.251389,36.205916,3128.71433978887
2022-07-17T18:48:31.664,-115.251389,36.205895,3129.61686296714
2022-07-17T18:48:32.195,-115.251818,36.205766,3136.77758284484
2022-07-17T18:48:32.672,-115.25214,36.20568,3143.52699036989
2022-07-17T18:48:33.492,-115.252719,36.205444,3155.54587460335
2022-07-17T18:48:33.797,-115.252976,36.20538,3160.11766972299
2022-07-17T18:48:34.195,-115.253277,36.205294,3166.36125947483
2022-07-17T18:48:34.539,-115.25347,36.205208,3172.0976432587
2022-07-17T18:48:35.547,-115.254242,36.204972,3188.64126021276
2022-07-17T18:48:35.594,-115.254285,36.204972,3189.41191226684
2022-07-17T18:48:36.531,-115.254929,36.204736,3205.31529547577
2022-07-17T18:48:36.797,-115.255144,36.204672,3210.09649299018
2022-07-17T18:48:37.398,-115.255573,36.204543,3220.84062409445
2022-07-17T18:48:37.422,-115.255573,36.204522,3221.26798440055
2022-07-17T18:48:38.484,-115.256281,36.204286,3240.4193478656
2022-07-17T18:48:38.594,-115.256453,36.204264,3242.456135438
2022-07-17T18:48:39.398,-115.25701,36.204071,3257.3431810613
2022-07-17T18:48:39.641,-115.257161,36.204028,3261.85867916187
2022-07-17T18:48:40.398,-115.25774,36.203835,3275.9254754378
2022-07-17T18:48:40.664,-115.257847,36.203792,3280.86592098726
2022-07-17T18:48:41.594,-115.258577,36.203578,3298.12881124824
2022-07-17T18:48:41.625,-115.258598,36.203578,3298.70427508094
2022-07-17T18:48:42.617,-115.259285,36.203341,3317.13918911192
2022-07-17T18:48:42.797,-115.259435,36.203299,3320.49035001281
2022-07-17T18:48:43.398,-115.259864,36.203148,3331.66760223294
2022-07-17T18:48:44.172,-115.260379,36.202977,3345.93000191193
2022-07-17T18:48:44.195,-115.260422,36.202955,3346.35006841688
2022-07-17T18:48:45.227,-115.261109,36.202655,3364.92478010074
2022-07-17T18:48:45.594,-115.261388,36.20259,3371.39244505269
2022-07-17T18:48:46.141,-115.26171,36.202419,3380.82667767968
2022-07-17T18:48:46.594,-115.262074,36.20229,3388.44763615116
2022-07-17T18:48:47.117,-115.262418,36.20214,3397.24622487293
2022-07-17T18:48:47.195,-115.262482,36.202097,3398.54900898215
2022-07-17T18:48:48.188,-115.263062,36.201818,3414.62925065503
2022-07-17T18:48:48.195,-115.263126,36.201775,3414.73866263357
2022-07-17T18:48:49.352,-115.263813,36.201389,3432.82297951254
2022-07-17T18:48:49.797,-115.264134,36.201217,3439.59010296512
2022-07-17T18:48:50.289,-115.264413,36.201024,3446.92574929914
2022-07-17T18:48:50.398,-115.264499,36.200981,3448.53540025434
2022-07-17T18:48:51.289,-115.264993,36.200659,3461.34996956358
2022-07-17T18:48:51.398,-115.265121,36.200595,3462.85994718137
2022-07-17T18:48:52.313,-115.265636,36.20023,3475.53545060963
2022-07-17T18:48:52.594,-115.26583,36.200123,3479.3113919932
2022-07-17T18:48:53.188,-115.266109,36.199908,3487.29326945636
2022-07-17T18:48:53.195,-115.266173,36.199887,3487.38501919292
2022-07-17T18:48:54.219,-115.266774,36.199458,3500.80675565526
2022-07-17T18:48:55.094,-115.267203,36.199114,3511.99699018454
2022-07-17T18:48:55.594,-115.267568,36.1989,3518.29441091898
2022-07-17T18:48:56.055,-115.267804,36.198707,3524.0416941641
2022-07-17T18:48:56.398,-115.268018,36.198578,3528.28125249888
2022-07-17T18:48:57.141,-115.268447,36.198277,3537.45991416654
2022-07-17T18:48:57.398,-115.268598,36.198149,3540.64148321706
2022-07-17T18:48:58.141,-115.269027,36.197848,3549.86924295275
2022-07-17T18:48:58.195,-115.26907,36.197827,3550.54162492443
2022-07-17T18:48:58.195,-115.26907,36.197827,3550.54162492443
2022-07-17T18:48:59.172,-115.269606,36.197441,3562.745975379
2022-07-17T18:48:59.797,-115.270014,36.197162,3570.59112799892
2022-07-17T18:49:00.266,-115.270271,36.196969,3576.49311009747
2022-07-17T18:49:00.398,-115.270357,36.196904,3578.15422158782
2022-07-17T18:49:01.195,-115.270829,36.196582,3588.20623521414
2022-07-17T18:49:01.336,-115.270894,36.196496,3589.99199682024
2022-07-17T18:49:02.156,-115.271366,36.196175,3600.37727384897
2022-07-17T18:49:02.594,-115.271645,36.195982,3605.94951037308
2022-07-17T18:49:03.258,-115.271988,36.195745,3614.39691267196
2022-07-17T18:49:03.594,-115.272224,36.195574,3618.69573495903
2022-07-17T18:49:04.195,-115.272589,36.195316,3626.38499062483
2022-07-17T18:49:04.703,-115.272889,36.195102,3632.91021128831
2022-07-17T18:49:05.195,-115.273168,36.194909,3639.25739876326
2022-07-17T18:49:05.742,-115.273468,36.194694,3646.33852123657
2022-07-17T18:49:06.594,-115.274005,36.194329,3657.40439431425
2022-07-17T18:49:06.680,-115.273983,36.194308,3658.52352558236
2022-07-17T18:49:07.195,-115.274348,36.194072,3665.23448429472
2022-07-17T18:49:07.758,-115.274627,36.193857,3672.59164517224
2022-07-17T18:49:08.781,-115.275207,36.193428,3686.03119467272
2022-07-17T18:49:08.781,-115.275207,36.193428,3686.03119467272
2022-07-17T18:49:08.797,-115.275292,36.193407,3686.24253798417
2022-07-17T18:49:08.797,-115.275292,36.193407,3686.24253798417
2022-07-17T18:49:09.398,-115.275636,36.193171,3694.18244821483
2022-07-17T18:49:10.195,-115.276108,36.192827,3704.70862242449
2022-07-17T18:49:10.344,-115.276151,36.192784,3706.67520083887
2022-07-17T18:49:11.195,-115.276709,36.19242,3717.88491668107
2022-07-17T18:49:11.328,-115.276794,36.192355,3719.63157201143
2022-07-17T18:49:12.594,-115.277524,36.19184,3736.13441620191
2022-07-17T18:49:12.859,-115.277653,36.191754,3739.55579885261
2022-07-17T18:49:13.195,-115.277867,36.191604,3743.89385557852
2022-07-17T18:49:13.906,-115.278318,36.191282,3752.99517801704
2022-07-17T18:49:14.594,-115.278704,36.191025,3761.71408306352
2022-07-17T18:49:14.836,-115.27879,36.190939,3764.74665439415
2022-07-17T18:49:15.398,-115.279176,36.190681,3771.78924179678
2022-07-17T18:49:15.703,-115.279369,36.190553,3775.55609833035
2022-07-17T18:49:16.594,-115.279863,36.190188,3786.56025754001
2022-07-17T18:49:16.656,-115.279884,36.190145,3787.31447863664
2022-07-17T18:49:17.195,-115.280228,36.18993,3793.87714492995
2022-07-17T18:49:17.602,-115.280464,36.189737,3798.82247152204
2022-07-17T18:49:18.398,-115.280914,36.189437,3808.39487928352
2022-07-17T18:49:18.484,-115.280936,36.189437,3809.42010705572
2022-07-17T18:49:19.594,-115.281622,36.188943,3822.65308538579
2022-07-17T18:49:19.609,-115.281601,36.188922,3822.8315222205
2022-07-17T18:49:20.563,-115.28218,36.188536,3834.15199852748
2022-07-17T18:49:20.594,-115.282202,36.188514,3834.51950292499
2022-07-17T18:49:21.398,-115.282674,36.188192,3844.04703046162
