2022-07-17T18:45:00.688,-115.048410410207,37.0677171138197,18704.2025838423
2022-07-17T18:45:01.398,-115.048424125885,37.0670766453763,18697.899402677
2022-07-17T18:45:01.805,-115.048431537779,37.0667102306387,18694.0305423215
2022-07-17T18:45:02.398,-115.048441827519,37.0661767357597,18688.3936032777
2022-07-17T18:45:02.859,-115.048449431578,37.0657621149686,18683.5761252697
2022-07-17T18:45:03.594,-115.048460858388,37.065101023424,18675.8953306147
2022-07-17T18:45:03.938,-115.04846590925,37.0647914872039,18671.9793571317
2022-07-17T18:45:04.398,-115.048472358641,37.0643773613707,18666.7428809623
2022-07-17T18:45:05.039,-115.048480732621,37.0637997400009,18658.9927032561
2022-07-17T18:45:05.594,-115.04848737867,37.0632990633717,18651.9580165332
2022-07-17T18:45:06.055,-115.048492464973,37.0628828790068,18645.6942050451
2022-07-17T18:45:07.039,-115.048502047932,37.0619938522002,18632.3241605671
2022-07-17T18:45:08.164,-115.04851100168,37.0609765576456,18615.9039643895
2022-07-17T18:45:08.797,-115.04851516839,37.0604040311329,18606.3188867031
2022-07-17T18:45:09.164,-115.048517323024,37.0600721001207,18600.630111281
2022-07-17T18:45:09.594,-115.048519609077,37.0596831682269,18593.8345729195
2022-07-17T18:45:10.195,-115.048522416139,37.059139563335,18584.3366227908
2022-07-17T18:45:11.195,-115.048526351332,37.0582354540608,18568.1305070148
2022-07-17T18:45:12.406,-115.048529906223,37.0571421051651,18548.1643960552
2022-07-17T18:45:13.195,-115.048531133797,37.0564311331672,18535.018455707
2022-07-17T18:45:13.492,-115.048531375321,37.0561639063188,18530.032368532
2022-07-17T18:45:14.414,-115.048531596402,37.0553355051494,18514.5536736651
2022-07-17T18:45:14.797,-115.048531447937,37.0549917238609,18508.070623225
2022-07-17T18:45:15.313,-115.048530861206,37.0545287224183,18499.3362785071
2022-07-17T18:45:15.594,-115.048530298507,37.0542766465962,18494.5434307989
2022-07-17T18:45:16.273,-115.048528125268,37.0536675670382,18482.9621368704
2022-07-17T18:45:16.594,-115.048526712929,37.0533795979506,18477.4560550217
2022-07-17T18:45:17.180,-115.048523575155,37.0528538545232,18467.4044538898
2022-07-17T18:45:18.102,-115.048517200378,37.0520265006509,18451.5454304483
2022-07-17T18:45:18.398,-115.048514731828,37.0517607645978,18446.4598321414
2022-07-17T18:45:19.070,-115.048508303911,37.0511571424792,18434.9141494986
2022-07-17T18:45:19.398,-115.048504739126,37.0508623197637,18429.3084777727
2022-07-17T18:45:20.117,-115.048495998707,37.0502157276064,18417.0204351781
2022-07-17T18:45:20.797,-115.048486629155,37.049604011907,18405.4613431256
2022-07-17T18:45:21.172,-115.048481028531,37.0492666330598,18399.1251715214
2022-07-17T18:45:22.117,-115.048465567465,37.0484163593793,18383.1580190789
2022-07-17T18:45:22.594,-115.048457027895,37.0479870550772,18375.1235905763
2022-07-17T18:45:22.945,-115.048450414034,37.0476710400174,18369.2036386863
2022-07-17T18:45:23.375,-115.048441913336,37.0472837380769,18361.9512759723
2022-07-17T18:45:23.797,-115.0484331357,37.0469034549375,18354.8003306546
2022-07-17T18:45:24.422,-115.048419389636,37.0463399421205,18344.2094756227
2022-07-17T18:45:24.859,-115.048409285625,37.0459458460635,18336.7754796903
2022-07-17T18:45:25.195,-115.04840125309,37.0456428389781,18331.0364559975
2022-07-17T18:45:25.453,-115.048394940725,37.0454101880484,18326.6197317615
2022-07-17T18:45:25.961,-115.048382152463,37.0449521517464,18317.9232359785
2022-07-17T18:45:26.398,-115.048370749306,37.0445581900681,18310.4121074323
2022-07-17T18:45:27.055,-115.048352874539,37.0439660879466,18299.1196327075
2022-07-17T18:45:27.586,-115.048337823316,37.0434878257735,18289.9692142538
2022-07-17T18:45:27.992,-115.048325995933,37.0431224372755,18282.9723425951
2022-07-17T18:45:28.398,-115.048313925092,37.0427572710295,18275.9754709363
2022-07-17T18:45:29.125,-115.048291760912,37.042103771795,18263.4666168846
2022-07-17T18:45:29.594,-115.048277083087,37.0416823693846,18255.4155629357
2022-07-17T18:45:30.227,-115.048256801909,37.0411136713155,18244.5791502269
2022-07-17T18:45:30.813,-115.048237635402,37.0405870367616,18234.5862843719
2022-07-17T18:45:31.984,-115.048198546138,37.0395337528611,18214.75798321
2022-07-17T18:45:32.563,-115.048178899891,37.0390126559478,18205.0230811867
2022-07-17T18:45:33.031,-115.048162873352,37.0385913918276,18197.180666849
2022-07-17T18:45:33.492,-115.048146949209,37.0381763721535,18189.470979469
2022-07-17T18:45:34.055,-115.048127243779,37.0376694497753,18180.0554610417
2022-07-17T18:45:34.539,-115.048110004547,37.0372335354607,18171.9558014274
2022-07-17T18:45:35.055,-115.048091283211,37.036768610592,18163.3042999989
2022-07-17T18:45:35.547,-115.048073121405,37.03632514663,18155.0311020968
2022-07-17T18:45:36.094,-115.048052584159,37.0358319680427,18145.7918947777
2022-07-17T18:45:36.398,-115.048040984573,37.0355578531277,18140.6402404198
2022-07-17T18:45:37.094,-115.048013807659,37.0349303165533,18128.7579578803
2022-07-17T18:45:37.398,-115.048001658113,37.034656260401,18123.5185008343
2022-07-17T18:45:38.141,-115.047971280901,37.0339866696242,18110.7128541724
2022-07-17T18:45:38.711,-115.047947515398,37.0334737340219,18100.7958329841
2022-07-17T18:45:39.164,-115.047928487544,37.0330669936565,18092.8438149048
2022-07-17T18:45:39.703,-115.04790582324,37.0325844243562,18083.3821421793
2022-07-17T18:45:40.234,-115.047883530217,37.0321105547734,18073.9822531044
2022-07-17T18:45:40.594,-115.047868458464,37.0317900736445,18067.5583173789
