timeGE,Longitude,Latitude,AltMSL
2022-07-17T18:53:01.664,-115.081751674368,36.653028813437,12891.8817544846
2022-07-17T18:53:02.398,-115.081927452549,36.6524010795271,12891.8819301443
2022-07-17T18:53:02.844,-115.08203447125,36.652019721743,12891.882036914
2022-07-17T18:53:03.195,-115.082118792375,36.6517196198757,12891.8821209413
2022-07-17T18:53:03.891,-115.08228622164,36.6511245147061,12891.8822876177
2022-07-17T18:53:04.398,-115.082408303328,36.6506908436681,12891.8824090621
2022-07-17T18:53:04.938,-115.082538371004,36.6502287134493,12891.8825384327
2022-07-17T18:53:05.594,-115.082696397138,36.6496669795962,12891.8826956209
2022-07-17T18:53:06.031,-115.082801612868,36.6492925918045,12891.8828003589
2022-07-17T18:53:06.594,-115.082937065008,36.6488100548578,12891.882935296
2022-07-17T18:53:06.930,-115.083017860285,36.648521973289,12891.8830158522
2022-07-17T18:53:07.594,-115.08317744529,36.6479525340616,12891.8831750466
2022-07-17T18:53:07.852,-115.083239434011,36.6477312579724,12891.8832369233
2022-07-17T18:53:08.398,-115.083370558387,36.6472630052419,12891.8833678716
2022-07-17T18:53:08.766,-115.0834588663,36.6469474063497,12891.8834561514
2022-07-17T18:53:09.195,-115.083561713547,36.6465794557044,12891.8835590646
2022-07-17T18:53:09.758,-115.083696492153,36.6460964528539,12891.8836941292
2022-07-17T18:53:10.594,-115.083896294817,36.6453788506813,12891.8838946894
2022-07-17T18:53:11.195,-115.084039806491,36.6448625471052,12891.8840388773
2022-07-17T18:53:11.797,-115.084183535661,36.6443449035646,12891.8841833154
2022-07-17T18:53:12.195,-115.084278561301,36.644002430411,12891.8842788249
2022-07-17T18:53:12.859,-115.08443714687,36.643430780747,12891.8844381673
2022-07-17T18:53:13.195,-115.084517420992,36.6431414970403,12891.8845188368
2022-07-17T18:53:13.734,-115.084646208019,36.6426775552919,12891.8846482441
2022-07-17T18:53:14.195,-115.084756378206,36.6422808103079,12891.884759008
2022-07-17T18:53:14.727,-115.084883580477,36.6418229472168,12891.884886831
2022-07-17T18:53:15.195,-115.084995562873,36.6414201097866,12891.8849993521
2022-07-17T18:53:15.867,-115.085156545161,36.6408414934296,12891.8851610165
2022-07-17T18:53:16.398,-115.085283965769,36.6403840159189,12891.8852888622
2022-07-17T18:53:16.992,-115.085426821651,36.6398718396648,12891.8854320062
2022-07-17T18:53:17.797,-115.085620871451,36.6391768346588,12891.8856262303
2022-07-17T18:53:18.164,-115.085709456276,36.6388596893363,12891.8857149014
2022-07-17T18:53:18.594,-115.085813282756,36.6384879802688,12891.8858187939
2022-07-17T18:53:19.195,-115.085958458266,36.6379683391908,12891.8859641909
2022-07-17T18:53:20.359,-115.086240058278,36.6369617208182,12891.8862462431
2022-07-17T18:53:21.344,-115.086479092997,36.6361100566008,12891.8864853306
2022-07-17T18:53:21.594,-115.086539990872,36.6358939291412,12891.8865460956
2022-07-17T18:53:22.383,-115.086732182298,36.6352118305995,12891.8867378703
2022-07-17T18:53:23.398,-115.086980407264,36.6343344226469,12891.8869849211
2022-07-17T18:53:24.195,-115.087175733489,36.6336455352529,12891.8871791423
2022-07-17T18:53:25.367,-115.087463549121,36.6326322913737,12891.8874650506
2022-07-17T18:53:26.430,-115.087724832047,36.6317126727071,12891.8877245504
2022-07-17T18:53:27.195,-115.087912948719,36.6310508144315,12891.8879113245
2022-07-17T18:53:28.195,-115.08815855397,36.630185212607,12891.8881554573
2022-07-17T18:53:29.359,-115.088443659646,36.6291765114269,12891.8884396474
2022-07-17T18:53:30.195,-115.088648285496,36.6284513645272,12891.8886437949
2022-07-17T18:53:31.141,-115.088879531624,36.6276295854607,12891.8888748659
2022-07-17T18:53:32.008,-115.089090699458,36.6268762528077,12891.8890866611
2022-07-17T18:53:32.992,-115.089329731157,36.6260224281564,12891.8893270189
2022-07-17T18:53:33.797,-115.089524998171,36.6253248376492,12891.8895236449
2022-07-17T18:53:34.195,-115.089621449508,36.6249802519598,12891.8896208708
2022-07-17T18:53:35.125,-115.089846728031,36.6241757417212,12891.889848057
2022-07-17T18:53:36.133,-115.090091219694,36.6233047518473,12891.8900944022
2022-07-17T18:53:36.398,-115.090155598718,36.6230759472989,12891.8901592091
2022-07-17T18:53:37.203,-115.090351488057,36.6223812771443,12891.8903560754
2022-07-17T18:53:38.039,-115.090555489172,36.6216600800947,12891.8905606813
2022-07-17T18:53:38.992,-115.090788904128,36.6208372853077,12891.8939583772
2022-07-17T18:53:40.070,-115.091053976956,36.6199048477817,12891.9350235796
2022-07-17T18:53:40.594,-115.091183089491,36.6194507226387,12891.9811353814
2022-07-17T18:53:41.078,-115.091302460393,36.6190307907525,12892.0389445357
2022-07-17T18:53:42.109,-115.091557108676,36.6181353353774,12892.1933999885
2022-07-17T18:53:43.031,-115.09178530617,36.6173340919334,12892.3543152872
2022-07-17T18:53:43.797,-115.09197522092,36.6166678968786,12892.4915781044
2022-07-17T18:53:44.398,-115.092124229737,36.6161446435479,12892.5897261208
2022-07-17T18:53:44.992,-115.092271305425,36.6156270098305,12892.6667999864
2022-07-17T18:53:45.797,-115.09247023191,36.6149251458338,12892.7218352664
2022-07-17T18:53:46.750,-115.092705265952,36.6140948416557,12892.6921499031
2022-07-17T18:53:47.594,-115.092913207822,36.6133605442056,12892.5703021726
2022-07-17T18:53:48.594,-115.093159495757,36.612491447952,12892.3266904639
2022-07-17T18:53:48.898,-115.093234298976,36.6122273665445,12892.2248659838
2022-07-17T18:53:49.797,-115.093455212004,36.611446724724,12891.9237468799
2022-07-17T18:53:50.398,-115.09360266525,36.6109251638661,12891.6803538558
2022-07-17T18:53:51.039,-115.093759827979,36.6103691401128,12891.386409952
2022-07-17T18:53:52.203,-115.09404515925,36.6093592606342,12890.7412555426
2022-07-17T18:53:52.594,-115.094141009932,36.6090198489917,12890.4686643496
2022-07-17T18:53:53.266,-115.094305677613,36.6084362852004,12890.0001700229
2022-07-17T18:53:53.594,-115.094386006936,36.608151349408,12889.7253437923
2022-07-17T18:53:54.125,-115.094515998836,36.6076899358281,12889.2804269373
2022-07-17T18:53:54.398,-115.094582813551,36.6074526322619,12889.0123234411
2022-07-17T18:53:55.055,-115.094743564807,36.6068813255426,12888.3671073349
2022-07-17T18:53:55.914,-115.094953619078,36.606134044709,12887.386929164
2022-07-17T18:53:56.398,-115.09507191097,36.6057128525724,12886.7716310449
2022-07-17T18:53:56.875,-115.095188475004,36.6052976679796,12886.120043804
2022-07-17T18:53:57.594,-115.095364194832,36.6046717620534,12885.0603755817
2022-07-17T18:53:57.930,-115.095446330223,36.6043792645373,12884.5211986796
2022-07-17T18:53:58.797,-115.095658357595,36.6036246097238,12883.1299297091
2022-07-17T18:53:59.594,-115.095853464022,36.6029310083162,12881.762906499
2022-07-17T18:53:59.922,-115.095933850523,36.6026455771619,12881.1753287898
2022-07-17T18:54:00.398,-115.096050647854,36.6022313940414,12880.3226245534
2022-07-17T18:54:00.789,-115.096146709403,36.6018912043654,12879.595747039
2022-07-17T18:54:01.398,-115.09629647949,36.6013613988964,12878.4636027776
2022-07-17T18:54:01.820,-115.096400302324,36.6009943191834,12877.6689942202
2022-07-17T18:54:02.398,-115.096542529996,36.6004915882454,12876.5806441108
2022-07-17T18:54:02.836,-115.096650306049,36.6001105990918,12875.7718251432
2022-07-17T18:54:03.195,-115.096738640488,36.5997982555195,12875.1088890488
2022-07-17T18:54:03.945,-115.096923161458,36.5991452814067,12873.7793170663
2022-07-17T18:54:04.398,-115.097034600334,36.5987504913221,12873.0314686847
2022-07-17T18:54:04.898,-115.097157615053,36.5983144309302,12872.2060289699
2022-07-17T18:54:05.398,-115.097280606117,36.5978781415618,12871.4500258798
2022-07-17T18:54:05.875,-115.097397853334,36.5974617900964,12870.7845767138
2022-07-17T18:54:06.398,-115.097526252172,36.5970051844848,12870.1270346106
2022-07-17T18:54:06.836,-115.097633612825,36.5966227206975,12869.6940268755
2022-07-17T18:54:07.594,-115.097818830125,36.5959606641293,12868.9446664572
2022-07-17T18:54:08.195,-115.09796496544,36.5954356936408,12868.5342657001
2022-07-17T18:54:08.914,-115.098138874843,36.5948078977568,12868.2271947782
2022-07-17T18:54:09.398,-115.098255473201,36.5943856034513,12868.1409324406
2022-07-17T18:54:09.906,-115.098377602361,36.5939426636528,12868.1614809353
2022-07-17T18:54:10.789,-115.098589585165,36.5931734104512,12868.4842040573
2022-07-17T18:54:11.797,-115.098831439682,36.5922962508579,12869.2973688117
2022-07-17T18:54:12.594,-115.099022458788,36.591603751392,12870.2421117405
2022-07-17T18:54:13.023,-115.099125212522,36.5912315134512,12870.8795633832
2022-07-17T18:54:13.594,-115.099261949263,36.5907365984589,12871.7280130055
2022-07-17T18:54:14.016,-115.099362994206,36.5903711191355,12872.4562179693
2022-07-17T18:54:14.398,-115.099454464024,36.5900404689101,12873.115398766
2022-07-17T18:54:15.031,-115.099606105116,36.5894929171514,12874.3036467134
2022-07-17T18:54:15.930,-115.099821609381,36.5887156689068,12876.11046331
2022-07-17T18:54:16.594,-115.099980855162,36.588141637402,12877.5090333405
2022-07-17T18:54:17.016,-115.100082077582,36.5877768062057,12878.4203356606
2022-07-17T18:54:17.797,-115.100269337123,36.5871017528327,12880.1068927981
2022-07-17T18:54:18.141,-115.100351754954,36.5868045330723,12880.8524318224
2022-07-17T18:54:18.398,-115.10041328722,36.5865825625458,12881.4094188261
2022-07-17T18:54:19.242,-115.100615025735,36.5858542653831,12883.2214556397
2022-07-17T18:54:19.594,-115.100698972399,36.5855508607968,12883.9515926118
2022-07-17T18:54:20.234,-115.100851285837,36.5849996351691,12885.2791143793
2022-07-17T18:54:21.055,-115.101046032684,36.5842928619884,12886.8718273681
2022-07-17T18:54:21.594,-115.101173525366,36.583828749813,12887.8451127605
2022-07-17T18:54:22.188,-115.101313751295,36.5833169332133,12888.840990427
2022-07-17T18:54:22.594,-115.101409495719,36.5829668490679,12889.4418307885
2022-07-17T18:54:23.047,-115.101516362284,36.5825759810331,12890.1122265613
2022-07-17T18:54:24.195,-115.101788125075,36.5815844764912,12891.4693674967
2022-07-17T18:54:25.133,-115.102011222286,36.5807741953256,12892.2623421588
2022-07-17T18:54:25.594,-115.102121052199,36.5803761518889,12892.5143559062
2022-07-17T18:54:25.977,-115.102212360376,36.5800455709175,12892.7237295835
2022-07-17T18:54:26.398,-115.102312788974,36.5796823144537,12892.833928479
2022-07-17T18:54:27.063,-115.102471579958,36.5791088339858,12893.0079956179
2022-07-17T18:54:27.594,-115.102598597159,36.5786513002618,12893.0537291823
2022-07-17T18:54:28.102,-115.102720293495,36.57821397135,12893.0557756697
2022-07-17T18:54:28.797,-115.102886851493,36.5776160179355,12893.0048026673
2022-07-17T18:54:29.078,-115.102954157372,36.5773742964769,12892.9655026985
2022-07-17T18:54:29.398,-115.103030748912,36.5770990516874,12892.9207482857
2022-07-17T18:54:30.133,-115.103206439435,36.5764670162065,12892.7808634603
2022-07-17T18:54:30.398,-115.103269726013,36.5762392073534,12892.7223437722
2022-07-17T18:54:31.141,-115.103447030081,36.5756009167907,12892.5582678165
2022-07-17T18:54:31.594,-115.103555004711,36.575212151888,12892.4622830088
2022-07-17T18:54:32.133,-115.103683287638,36.5747498568686,12892.3480759197
2022-07-17T18:54:32.797,-115.103840964773,36.5741805159018,12892.2244711465
2022-07-17T18:54:33.141,-115.103922492723,36.5738855975863,12892.167683898
2022-07-17T18:54:33.398,-115.103983345613,36.5736652819249,12892.1252585408
2022-07-17T18:54:34.195,-115.104171818934,36.5729819984765,12892.0179525263
2022-07-17T18:54:35.234,-115.104416970135,36.5720906127446,12891.9303749013
2022-07-17T18:54:36.313,-115.104671279438,36.5711637837105,12891.8698668044
2022-07-17T18:54:36.594,-115.104737524627,36.5709223369106,12891.8504152336
2022-07-17T18:54:37.195,-115.10487929632,36.5704059659454,12891.8088124077
2022-07-17T18:54:38.336,-115.105148723555,36.5694261502104,12891.6907611903
2022-07-17T18:54:39.195,-115.105351405566,36.5686891391443,12891.5619863435
2022-07-17T18:54:40.406,-115.105636424406,36.5676514210946,12891.3742132883
2022-07-17T18:54:41.438,-115.105878694121,36.5667680622365,12891.2730833256
2022-07-17T18:54:42.383,-115.106099880475,36.5659593850566,12891.2563190214
2022-07-17T18:54:42.797,-115.106196602688,36.565605012129,12891.2813918873
2022-07-17T18:54:43.273,-115.106307811771,36.565197447321,12891.3102196269
2022-07-17T18:54:43.594,-115.106382847805,36.5649225392762,12891.3556032002
2022-07-17T18:54:44.281,-115.106543619237,36.5643340445051,12891.4527325299
2022-07-17T18:54:45.383,-115.106802148302,36.5633889563015,12891.7533924864
2022-07-17T18:54:46.195,-115.106993301148,36.5626913711993,12892.1160031385
2022-07-17T18:54:47.367,-115.107270354235,36.5616830816276,12892.9023484629
2022-07-17T18:54:48.195,-115.107466291674,36.5609712410026,12893.6440099587
2022-07-17T18:54:49.211,-115.107706780669,36.5600984313336,12894.7168831836
2022-07-17T18:54:50.297,-115.10796383186,36.5591655623165,12896.0016294941
2022-07-17T18:54:50.594,-115.108034102131,36.558910411851,12896.3695217909
2022-07-17T18:54:51.195,-115.108176206103,36.5583940355149,12897.1139772467
2022-07-17T18:54:52.398,-115.108460321436,36.5573602174287,12898.5490867459
2022-07-17T18:54:53.195,-115.108648964836,36.5566750606499,12899.4187908801
2022-07-17T18:54:54.359,-115.108925582559,36.5556737625051,12900.5433067393
2022-07-17T18:54:55.336,-115.109158656347,36.5548336051733,12901.4005714522
2022-07-17T18:54:55.594,-115.10922035778,36.5546119023222,12901.6333723513
2022-07-17T18:54:56.195,-115.109364191705,36.5540955922775,12902.1756721202
2022-07-17T18:54:57.188,-115.109601874291,36.5532421124028,12903.1649892157
2022-07-17T18:54:57.797,-115.109747550899,36.5527181048911,12903.8388860647
2022-07-17T18:54:58.156,-115.109833387072,36.5524089804521,12904.2947859507
2022-07-17T18:54:59.227,-115.110089509858,36.5514857706743,12905.6548661122
2022-07-17T18:55:00.313,-115.110349524567,36.5505484191274,12907.3167577933
2022-07-17T18:55:00.797,-115.110465550606,36.550130159138,12908.1760807169
2022-07-17T18:55:01.258,-115.11057621092,36.5497314262721,12909.1119394804
2022-07-17T18:55:01.594,-115.110656970865,36.5494406069988,12909.7940404448
2022-07-17T18:55:02.266,-115.110818715539,36.5488583906833,12911.3758079345
2022-07-17T18:55:03.273,-115.111061372326,36.5479842244141,12914.115980171
2022-07-17T18:55:04.313,-115.111312221125,36.547079160457,12917.2476535641
2022-07-17T18:55:04.797,-115.111429133742,36.5466570211629,12918.7512125683
2022-07-17T18:55:05.195,-115.111525375548,36.5463094515566,12919.9581297609
2022-07-17T18:55:06.148,-115.111756095383,36.5454762462263,12922.8711006746
2022-07-17T18:55:06.594,-115.11186416816,36.5450860963791,12924.2005346666
2022-07-17T18:55:07.125,-115.111992918641,36.5446215328173,12925.7088595766
2022-07-17T18:55:07.398,-115.112059127935,36.5443827108993,12926.4538092623
2022-07-17T18:55:08.047,-115.112216454584,36.5438151537721,12928.1427783489
2022-07-17T18:55:08.984,-115.112443190452,36.5429963940211,12930.3185691708
2022-07-17T18:55:09.906,-115.112665795137,36.5421915668422,12932.1339104519
2022-07-17T18:55:10.594,-115.112831518029,36.5415915161704,12933.2624169946
