2022-07-17T18:45:00,-0.1399490327519648
2022-07-17T18:45:01,-0.22203876658545948
2022-07-17T18:45:02,-0.3210742627034041
2022-07-17T18:45:03,-0.4119454585322409
2022-07-17T18:45:04,-0.45645820372931756
2022-07-17T18:45:05,-0.42649755485913093
2022-07-17T18:45:06,-0.3302542837892626
2022-07-17T18:45:07,-0.20775101412845895
2022-07-17T18:45:08,-0.1049582927000683
2022-07-17T18:45:09,-0.03974155527790197
2022-07-17T18:45:10,-0.01290219397762912
2022-07-17T18:45:11,-0.012148160971074956
2022-07-17T18:45:12,-0.03741897010647351
2022-07-17T18:45:13,-0.0897634429141127
2022-07-17T18:45:14,-0.17798250203843052
2022-07-17T18:45:15,-0.29302427393767555
2022-07-17T18:45:16,-0.40590978801033467
2022-07-17T18:45:17,-0.524994509097149
2022-07-17T18:45:18,-0.6471512481451726
2022-07-17T18:45:19,-0.7524300888239009
2022-07-17T18:45:20,-0.8003014621435072
2022-07-17T18:45:21,-0.7565615685279501
2022-07-17T18:45:22,-0.6489815098904502
2022-07-17T18:45:23,-0.5395454272661026
2022-07-17T18:45:24,-0.44887553755033477
2022-07-17T18:45:25,-0.36425074658578527
2022-07-17T18:45:26,-0.26881594043269985
2022-07-17T18:45:27,-0.17263739734503045
2022-07-17T18:45:28,-0.08659976755594732
2022-07-17T18:45:29,-0.03610015400706157
2022-07-17T18:45:30,-0.011720004070408954
2022-07-17T18:45:31,0.0
2022-07-17T18:45:32,0.0
2022-07-17T18:45:33,0.0
2022-07-17T18:45:34,0.0
2022-07-17T18:45:35,0.0
2022-07-17T18:45:36,0.0
2022-07-17T18:45:37,0.0
2022-07-17T18:45:38,0.0
2022-07-17T18:45:39,0.0
2022-07-17T18:45:40,0.0
2022-07-17T18:45:41,0.0
2022-07-17T18:45:42,-0.010118491454602984
2022-07-17T18:45:43,-0.03116714786410123
2022-07-17T18:45:44,-0.07476610099461184
2022-07-17T18:45:45,-0.13968146593615285
2022-07-17T18:45:46,-0.20323533371838715
2022-07-17T18:45:47,-0.23029580401151056
2022-07-17T18:45:48,-0.20323533371838715
2022-07-17T18:45:49,-0.13968146593615285
2022-07-17T18:45:50,-0.07476610099461184
2022-07-17T18:45:51,-0.03116714786410123
2022-07-17T18:45:52,-0.010118491454602984
2022-07-17T18:45:53,0.0
2022-07-17T18:45:54,0.0
2022-07-17T18:45:55,0.0
2022-07-17T18:45:56,0.0
2022-07-17T18:45:57,0.0
2022-07-17T18:45:58,0.0
2022-07-17T18:45:59,0.0
2022-07-17T18:46:00,0.0
2022-07-17T18:46:01,0.0
2022-07-17T18:46:02,0.0
2022-07-17T18:46:03,0.0
2022-07-17T18:46:04,0.0
2022-07-17T18:46:05,0.0
2022-07-17T18:46:06,0.0
2022-07-17T18:46:07,0.0
2022-07-17T18:46:08,0.0
2022-07-17T18:46:09,0.0
2022-07-17T18:46:10,0.0
2022-07-17T18:46:11,0.0
2022-07-17T18:46:12,0.0
2022-07-17T18:46:13,0.0
2022-07-17T18:46:14,0.0
2022-07-17T18:46:15,0.0
2022-07-17T18:46:16,0.0
2022-07-17T18:46:17,0.0
2022-07-17T18:46:18,0.0
