time,Longitude,Latitude,ortho_spline
2022-07-17T18:51:35.859,-115.202808,36.199994,3561.18044267464
2022-07-17T18:51:36.688,-115.203109,36.199393,3555.1706931533
2022-07-17T18:51:37.734,-115.203495,36.198535,3542.65071034661
2022-07-17T18:51:38.820,-115.203774,36.197805,3542.65071034661
2022-07-17T18:51:39.938,-115.204182,36.196883,3522.92535231161
2022-07-17T18:51:41.070,-115.204504,36.196089,3522.92535231161
2022-07-17T18:51:41.984,-115.204804,36.195424,3508.39462950951
2022-07-17T18:51:42.977,-115.205104,36.194694,3488.71570357493
2022-07-17T18:51:43.906,-115.205383,36.193986,3481.5277579165
2022-07-17T18:51:44.977,-115.205727,36.193213,3481.5277579165
2022-07-17T18:51:45.844,-115.205963,36.192548,3458.24563356931
2022-07-17T18:51:46.898,-115.206263,36.191862,3458.24563356931
2022-07-17T18:51:47.805,-115.206521,36.191218,3439.77121663946
2022-07-17T18:51:48.859,-115.206842,36.190403,3425.52313924955
2022-07-17T18:51:49.789,-115.2071,36.18978,3412.49049227698
2022-07-17T18:51:50.727,-115.207336,36.189051,3398.86250517382
2022-07-17T18:51:51.555,-115.207508,36.188514,3386.41076954681
2022-07-17T18:51:52.609,-115.207679,36.187785,3380.82178806623
2022-07-17T18:51:53.688,-115.207829,36.187012,3352.77323341199
2022-07-17T18:51:54.805,-115.207958,36.186218,3334.7545309446
2022-07-17T18:51:55.938,-115.208023,36.185338,3316.6441454551
2022-07-17T18:51:56.859,-115.208023,36.184738,3302.15020735746
2022-07-17T18:51:57.766,-115.207958,36.184115,3286.51432352654
2022-07-17T18:51:58.914,-115.207787,36.183321,3262.76853177908
2022-07-17T18:51:59.930,-115.207615,36.182592,3262.76853177908
2022-07-17T18:52:01.086,-115.207314,36.181884,3238.37460043532
2022-07-17T18:52:02.164,-115.206993,36.181219,3223.52709547892
2022-07-17T18:52:03.109,-115.206735,36.180639,3211.19404678005
2022-07-17T18:52:04.484,-115.206199,36.179802,3194.55847448618
2022-07-17T18:52:05.555,-115.205834,36.179159,3182.8986656619
2022-07-17T18:52:06.430,-115.205448,36.178622,3174.30222764761
2022-07-17T18:52:07.359,-115.205104,36.178107,3166.33188523069
2022-07-17T18:52:08.289,-115.204675,36.177614,3158.44760000596
2022-07-17T18:52:09.227,-115.204225,36.177056,3151.42113619876
2022-07-17T18:52:10.055,-115.203795,36.176627,3145.6800765052
2022-07-17T18:52:11.109,-115.203216,36.176112,3132.10160391656
2022-07-17T18:52:12.188,-115.202572,36.17564,3128.79155150445
2022-07-17T18:52:13.305,-115.201886,36.175189,3127.20918803071
2022-07-17T18:52:14.438,-115.201049,36.174717,3120.66005875561
2022-07-17T18:52:15.359,-115.200405,36.174459,3120.66005875561
2022-07-17T18:52:16.344,-115.199654,36.174181,3114.63777996344
2022-07-17T18:52:17.273,-115.198946,36.173966,3114.63777996344
2022-07-17T18:52:18.289,-115.198195,36.173794,3111.13752448239
2022-07-17T18:52:19.219,-115.197423,36.173623,3111.3238288454
2022-07-17T18:52:20.125,-115.196629,36.173537,3111.83254016207
2022-07-17T18:52:21.273,-115.195749,36.173515,3111.30375018465
2022-07-17T18:52:22.289,-115.194933,36.173472,3102.95764344244
2022-07-17T18:52:23.445,-115.193989,36.173558,3092.42179114797
2022-07-17T18:52:24.930,-115.192788,36.173666,3089.38149297399
2022-07-17T18:52:25.914,-115.192122,36.173794,3079.6888242928
2022-07-17T18:52:26.844,-115.19135,36.173923,3076.56438499432
2022-07-17T18:52:27.914,-115.190599,36.174073,3076.08519901903
2022-07-17T18:52:28.844,-115.189891,36.174245,3076.08519901903
2022-07-17T18:52:29.719,-115.189312,36.174438,3067.27488427152
2022-07-17T18:52:30.648,-115.18856,36.174631,3060.76624849542
2022-07-17T18:52:31.555,-115.187938,36.174824,3054.18276900942
2022-07-17T18:52:32.711,-115.187101,36.175039,3045.52180005615
