totsec,true_course_deg,hdg_deg_T,pitch_deg,bank_deg
18:50:17.195,315.747417,315.747417,-2.988845,-5.727965
18:50:18.797,315.228514,315.228514,-3.093567,-4.334263
18:50:19.398,314.722851,314.722851,-3.192424,-1.870088
18:50:20.797,314.386383,314.386383,-3.246789,0.581365
18:50:21.594,314.183525,314.183525,-3.233031,1.927136
18:50:22.594,314.004326,314.004326,-3.154757,2.126402
18:50:23.195,313.918686,313.918686,-3.021161,2.138285
18:50:24.398,313.957897,313.957897,-2.839440,1.942250
18:50:25.398,314.159088,314.159088,-2.604311,1.807916
18:50:26.398,314.507027,314.507027,-2.307388,1.708155
18:50:27.398,314.855566,314.855566,-1.950164,1.285634
18:50:28.594,315.100713,315.100713,-1.546925,0.707543
18:50:29.797,315.165018,315.165018,-1.128353,-0.038546
18:50:30.797,315.083827,315.083827,-0.729375,-0.721444
18:50:31.195,314.922078,314.922078,-0.385840,-1.400071
18:50:32.797,314.766013,314.766013,-0.124865,-1.888148
18:50:33.195,314.681440,314.681440,0.043232,-1.875126
18:50:34.594,314.560079,314.560079,0.123817,-1.655898
18:50:35.594,314.383581,314.383581,0.136829,-0.922902
18:50:36.594,314.204651,314.204651,0.109245,0.280803
18:50:37.797,314.095259,314.095259,0.065126,1.604148
18:50:38.398,314.158134,314.158134,0.019170,2.756981
18:50:39.594,314.376403,314.376403,-0.028698,3.242206
18:50:40.398,314.643665,314.643665,-0.081709,2.855774
18:50:41.195,314.891034,314.891034,-0.138663,2.030773
18:50:42.195,315.030201,315.030201,-0.182471,0.932969
18:50:43.398,315.051761,315.051761,-0.184854,-0.085833
18:50:44.594,314.856986,314.856986,-0.112442,-1.273880
18:50:45.195,314.472327,314.472327,0.059493,-2.065604
18:50:46.594,313.856317,313.856317,0.338492,-2.756998
18:50:47.594,313.115668,313.115668,0.718853,-2.872821
18:50:48.797,312.432324,312.432324,1.184447,-2.192666
18:50:49.594,312.039107,312.039107,1.722414,-0.516104
18:50:50.195,312.152456,312.152456,2.314224,1.842347
18:50:51.398,312.847910,312.847910,2.939241,4.289096
18:50:52.398,314.068409,314.068409,3.565207,6.318105
18:50:53.594,315.607319,315.607319,4.156602,7.265158
18:50:54.195,317.109389,317.109389,4.683878,6.523210
18:50:55.594,318.253877,318.253877,5.133650,4.137041
18:50:56.195,318.722663,318.722663,5.500974,0.408632
18:50:57.594,318.569983,318.569983,5.778981,-2.784473
18:50:58.195,318.022697,318.022697,5.953808,-4.571263
18:50:59.398,317.420521,317.420521,6.015932,-4.665015
18:51:00.594,316.971601,316.971601,5.965023,-3.811888
18:51:01.398,316.723365,316.723365,5.822303,-2.830477
18:51:02.594,316.591316,316.591316,5.620031,-2.329346
18:51:03.797,316.480575,316.480575,5.401382,-2.183682
18:51:04.398,316.382638,316.382638,5.202653,-1.931002
18:51:05.594,316.343835,316.343835,5.059310,-1.074783
18:51:06.195,316.482677,316.482677,4.986342,0.744247
18:51:07.797,316.912012,316.912012,4.962978,3.082922
18:51:08.195,317.574403,317.574403,4.934768,4.692634
18:51:23.594,318.364217,318.364217,4.844337,5.086274
18:51:24.594,319.072462,319.072462,4.682381,4.134419
18:51:25.594,319.582545,319.582545,4.493112,2.609251
18:51:26.398,319.871665,319.871665,4.356856,1.064573
18:51:27.594,320.063258,320.063258,4.337156,-0.006933
18:51:28.797,320.252991,320.252991,4.449462,-0.773796
18:51:29.398,320.428714,320.428714,4.669338,-1.323492
18:51:30.797,320.552197,320.552197,4.941388,-1.479885
18:51:31.594,320.537913,320.537913,5.224667,-1.320115
18:51:32.398,320.513266,320.513266,5.496249,-0.166135
18:51:33.594,320.580591,320.580591,5.752019,1.394789
18:51:34.797,320.828281,320.828281,6.001676,2.744442
18:51:35.398,321.305477,321.305477,6.259722,3.436889
18:51:36.195,321.928921,321.928921,6.530652,3.088201
18:51:37.398,322.737870,322.737870,6.798013,3.183180
18:51:38.195,323.890615,323.890615,7.038420,4.709340
18:51:39.594,325.801533,325.801533,7.220956,8.950508
