TSDateTime,SV,LinkVersion,ICAO,AddrQualifier,Latitude,Longitude,PressureAlt,NSVelocity,EWVelocity,VerticalRate,GroundSpeed,TargetID,Mode3,CategoryCode,EquipmentType,dist_to_VGT_m,dist_to_VGT_nm,source_file,Group,sm_alt,sm_gs,corrected_alt
2021-10-17 19:23:46.482,24,2,AD8194,ADSBwICAO,36.15931034088135,-115.3901982307434,5300.0,163.0,108.0,-1344.0,195.53261,N97CX,7267.0,Light,RS_1090HMC,18474.48441374978,9.975423549540915,10-1-2021 through 10-31-2021.csv,105,5283.3,195.5,5298.8
2021-10-17 19:23:47.088,24,2,AD8194,ADSBwICAO,36.15978240966797,-115.38981199264526,5275.0,163.0,108.0,-1280.0,195.53261,N97CX,7267.0,Light,RS_UAT,18425.275241452106,9.94885272216636,10-1-2021 through 10-31-2021.csv,105,5275.0,195.5,5273.8
2021-10-17 19:23:47.593,24,2,AD8194,ADSBwICAO,36.160147190094,-115.3895115852356,5275.0,163.0,108.0,-1280.0,195.53261,N97CX,7267.0,Light,RS_1090LSC,18387.14075153785,9.928261744890849,10-1-2021 through 10-31-2021.csv,105,5265.0,195.4,5273.8
2021-10-17 19:23:48.593,166,2,AD8194,ADSBwICAO,36.16089820861816,-115.38886785507202,5250.0,163.0,108.0,-1216.0,195.53261,N97CX,7267.0,Light,RS_1090HMC,18306.627743574147,9.884788198474162,10-1-2021 through 10-31-2021.csv,105,5250.0,195.1,5248.8
2021-10-17 19:23:49.621,166,2,AD8194,ADSBwICAO,36.161649227142334,-115.3882884979248,5225.0,162.0,108.0,-1152.0,194.69977,N97CX,7267.0,Light,RS_1090HMC,18231.838394551105,9.844405180643143,10-1-2021 through 10-31-2021.csv,105,5235.0,194.8,5223.8
2021-10-17 19:23:50.502,166,2,AD8194,ADSBwICAO,36.16231441497803,-115.38775205612184,5225.0,161.0,109.0,-1152.0,194.42736,N97CX,7267.0,Light,RS_1090HMC,18163.7879757002,9.807660894006586,10-1-2021 through 10-31-2021.csv,105,5220.0,194.3,5223.8
2021-10-17 19:23:51.577,166,2,AD8194,ADSBwICAO,36.16312980651856,-115.38700103759766,5200.0,160.0,109.0,-1024.0,193.6001,N97CX,7267.0,Light,RS_1090HMC,18072.59160110052,9.75841879109099,10-1-2021 through 10-31-2021.csv,105,5205.0,193.9,5198.8
2021-10-17 19:23:52.187,24,2,AD8194,ADSBwICAO,36.1635160446167,-115.386700630188,5200.0,159.0,110.0,-960.0,193.34167,N97CX,7267.0,Light,RS_UAT,18034.23127542852,9.737705872261618,10-1-2021 through 10-31-2021.csv,105,5190.0,193.6,5198.8
2021-10-17 19:23:53.601,24,2,AD8194,ADSBwICAO,36.16469621658325,-115.3856921195984,5175.0,159.0,110.0,-960.0,193.34167,N97CX,7267.0,Light,RS_UAT,17909.608969836805,9.670415210495037,10-1-2021 through 10-31-2021.csv,105,5170.0,193.3,5173.8
2021-10-17 19:23:54.705,166,2,AD8194,ADSBwICAO,36.1654257774353,-115.3850483894348,5150.0,158.0,111.0,-1024.0,193.09324,N97CX,7267.0,Light,RS_1090HMC,17831.10162770181,9.628024636988018,10-1-2021 through 10-31-2021.csv,105,5150.0,193.3,5148.8
2021-10-17 19:23:55.470,24,2,AD8194,ADSBwICAO,36.16602659225464,-115.38455486297607,5125.0,159.0,110.0,-1088.0,193.34167,N97CX,7267.0,Light,RS_UAT,17769.761976809677,9.594903875167212,10-1-2021 through 10-31-2021.csv,105,5130.0,193.3,5123.8
2021-10-17 19:23:56.685,24,2,AD8194,ADSBwICAO,36.16690635681152,-115.3838038444519,5100.0,159.0,110.0,-1152.0,193.34167,N97CX,7267.0,Light,RS_1090LSC,17677.76988565996,9.545232119686805,10-1-2021 through 10-31-2021.csv,105,5110.0,193.2,5098.8
2021-10-17 19:23:57.646,24,2,AD8194,ADSBwICAO,36.16763591766357,-115.38320302963255,5100.0,159.0,110.0,-1152.0,193.34167,N97CX,7267.0,Light,RS_1090LSC,17603.62655159643,9.50519792202831,10-1-2021 through 10-31-2021.csv,105,5090.0,193.3,5098.8
2021-10-17 19:23:58.752,166,2,AD8194,ADSBwICAO,36.168365478515625,-115.38260221481325,5075.0,159.0,109.0,-1280.0,192.77448,N97CX,7267.0,Light,RS_1090HMC,17529.71185805145,9.465287180373354,10-1-2021 through 10-31-2021.csv,105,5070.0,193.4,5073.8
2021-10-17 19:23:59.517,24,2,AD8194,ADSBwICAO,36.16898775100708,-115.38206577301024,5050.0,160.0,109.0,-1408.0,193.6001,N97CX,7267.0,Light,RS_UAT,17464.774924032085,9.43022404105404,10-1-2021 through 10-31-2021.csv,105,5050.0,193.5,5048.8
2021-10-17 19:24:00.687,166,2,AD8194,ADSBwICAO,36.169867515563965,-115.3813362121582,5025.0,161.0,108.0,-1408.0,193.86851,N97CX,7267.0,Light,RS_1090HMC,17375.75213584019,9.38215558090723,10-1-2021 through 10-31-2021.csv,105,5025.0,193.8,5023.8
2021-10-17 19:24:01.739,24,2,AD8194,ADSBwICAO,36.170618534088135,-115.38071393966676,5000.0,162.0,107.0,-1472.0,194.14685,N97CX,7267.0,Light,RS_1090HMC,17300.074841764166,9.34129311110376,10-1-2021 through 10-31-2021.csv,105,5000.0,194.1,4998.8
2021-10-17 19:24:02.595,24,2,AD8194,ADSBwICAO,36.17139101028442,-115.3801131248474,4975.0,163.0,106.0,-1472.0,194.43508,N97CX,7267.0,Light,RS_UAT,17225.90669185548,9.301245513960843,10-1-2021 through 10-31-2021.csv,105,4975.0,194.3,4973.8
2021-10-17 19:24:03.232,166,2,AD8194,ADSBwICAO,36.171841621398926,-115.37972688674928,4950.0,163.0,106.0,-1472.0,194.43508,N97CX,7267.0,Light,RS_1090HMC,17179.66480896715,9.276276894690684,10-1-2021 through 10-31-2021.csv,105,4950.0,194.5,4948.8
2021-10-17 19:24:04.160,24,2,AD8194,ADSBwICAO,36.17252826690674,-115.37923336029051,4925.0,164.0,105.0,-1408.0,194.73315,N97CX,7267.0,Light,RS_1090HMC,17117.639759014382,9.242786046984008,10-1-2021 through 10-31-2021.csv,105,4930.0,194.7,4923.8
2021-10-17 19:24:05.119,24,2,AD8194,ADSBwICAO,36.17317199707031,-115.37865400314332,4900.0,164.0,105.0,-1408.0,194.73315,N97CX,7267.0,Light,RS_1090LSC,17049.54982672067,9.20602042479518,10-1-2021 through 10-31-2021.csv,105,4910.0,194.9,4898.8
2021-10-17 19:24:05.832,166,2,AD8194,ADSBwICAO,36.17381572723389,-115.37818193435668,4900.0,164.0,106.0,-1408.0,195.27417,N97CX,7267.0,Light,RS_UAT,16990.991618946806,9.174401522109507,10-1-2021 through 10-31-2021.csv,105,4890.0,195.1,4898.8
2021-10-17 19:24:06.632,24,2,AD8194,ADSBwICAO,36.17443799972534,-115.37768840789796,4875.0,164.0,106.0,-1408.0,195.27417,N97CX,7267.0,Light,RS_UAT,16931.340206286433,9.142192336007794,10-1-2021 through 10-31-2021.csv,105,4870.0,195.3,4873.8
2021-10-17 19:24:07.693,24,2,AD8194,ADSBwICAO,36.17518901824951,-115.3770875930786,4850.0,163.0,108.0,-1344.0,195.53261,N97CX,7267.0,Light,RS_UAT,16859.1482256376,9.103211784901513,10-1-2021 through 10-31-2021.csv,105,4850.0,195.5,4848.8
2021-10-17 19:24:08.648,166,2,AD8194,ADSBwICAO,36.17594003677368,-115.37642240524292,4825.0,163.0,108.0,-1344.0,195.53261,N97CX,7267.0,Light,RS_1090LSC,16781.61399294724,9.061346648459631,10-1-2021 through 10-31-2021.csv,105,4825.0,195.6,4823.8
2021-10-17 19:24:10.681,166,2,AD8194,ADSBwICAO,36.1774206161499,-115.37515640258788,4800.0,159.0,114.0,-1216.0,195.64509,N97CX,7267.0,Light,RS_1090HMC,16633.530235457816,8.98138781612193,10-1-2021 through 10-31-2021.csv,105,4800.0,195.8,4798.8
2021-10-17 19:24:11.785,24,2,AD8194,ADSBwICAO,36.17821455001831,-115.37444829940796,4775.0,159.0,115.0,-1216.0,196.22946,N97CX,7267.0,Light,RS_1090LSC,16552.014671713518,8.937372932890668,10-1-2021 through 10-31-2021.csv,105,4775.0,195.8,4773.8
2021-10-17 19:24:12.591,24,2,AD8194,ADSBwICAO,36.17875099182129,-115.37397623062134,4750.0,158.0,116.0,-1152.0,196.0102,N97CX,7267.0,Light,RS_UAT,16497.6742991578,8.90803147902689,10-1-2021 through 10-31-2021.csv,105,4755.0,195.7,4748.8
2021-10-17 19:24:13.853,24,2,AD8194,ADSBwICAO,36.17975950241089,-115.3730535507202,4725.0,158.0,115.0,-1024.0,195.42006,N97CX,7267.0,Light,RS_UAT,16392.82466012001,8.851417203088559,10-1-2021 through 10-31-2021.csv,105,4735.0,195.5,4723.8
