TSDateTime,SV,LinkVersion,ICAO,AddrQualifier,Latitude,Longitude,PressureAlt,NSVelocity,EWVelocity,VerticalRate,GroundSpeed,TargetID,Mode3,CategoryCode,EquipmentType,dist_to_VGT_m,dist_to_VGT_nm,source_file,Group,sm_alt,sm_gs,corrected_alt
2019-10-20 19:31:21.766,166,2,AD8194,ADSBwICAO,36.12369060516357,-115.3703498840332,6775.0,150.0,70.0,-1408.0,165.52945,N97CX,4770.0,Light,RS_1090HMC,18519.12440459051,9.999527216301573,10-1-2019 through 10-31-2019.csv,14,6750.0,164.5,6903.0
2019-10-20 19:31:22.373,24,2,AD8194,ADSBwICAO,36.12418413162232,-115.37004947662354,6750.0,149.0,69.0,-1600.0,164.2011,N97CX,4770.0,Light,RS_UAT,18467.44641400962,9.9716233336985,10-1-2019 through 10-31-2019.csv,14,6731.2,164.2,6878.0
2019-10-20 19:31:23.837,24,2,AD8194,ADSBwICAO,36.12510681152344,-115.36949157714844,6725.0,148.0,70.0,-1792.0,163.71927,N97CX,4770.0,Light,RS_1090LSC,18371.274308995045,9.91969455129322,10-1-2019 through 10-31-2019.csv,14,6710.0,163.8,6853.0
2019-10-20 19:31:24.795,24,2,AD8194,ADSBwICAO,36.125686168670654,-115.36916971206664,6675.0,148.0,69.0,-1920.0,163.29421,N97CX,4770.0,Light,RS_UAT,18313.180101297225,9.888326188605411,10-1-2019 through 10-31-2019.csv,14,6670.0,163.2,6803.0
2019-10-20 19:31:26.007,24,2,AD8194,ADSBwICAO,36.126651763916016,-115.36863327026369,6625.0,147.0,69.0,-2176.0,162.38842,N97CX,4770.0,Light,RS_UAT,18216.553638745205,9.83615207275659,10-1-2019 through 10-31-2019.csv,14,6625.0,162.7,6753.0
2019-10-20 19:31:27.843,166,2,AD8194,ADSBwICAO,36.12787485122681,-115.36792516708374,6575.0,148.0,67.0,-2304.0,162.45923,N97CX,4770.0,Light,RS_UAT,18092.30884735462,9.769065252351307,10-1-2019 through 10-31-2019.csv,14,6575.0,162.4,6703.0
2019-10-20 19:31:28.586,24,2,AD8194,ADSBwICAO,36.12828254699707,-115.36771059036256,6525.0,148.0,65.0,-2176.0,161.64467,N97CX,4770.0,Light,RS_UAT,18052.64115023875,9.747646409416172,10-1-2019 through 10-31-2019.csv,14,6530.0,162.2,6653.0
2019-10-20 19:31:30.024,166,2,AD8194,ADSBwICAO,36.12939834594727,-115.36713123321532,6475.0,149.0,64.0,-2112.0,162.1635,N97CX,4770.0,Light,RS_UAT,17944.93377046994,9.689489076927613,10-1-2019 through 10-31-2019.csv,14,6490.0,161.9,6603.0
2019-10-20 19:31:31.041,166,2,AD8194,ADSBwICAO,36.13008499145508,-115.3667664527893,6450.0,149.0,64.0,-2112.0,162.1635,N97CX,4770.0,Light,RS_UAT,17878.192608937956,9.65345173268788,10-1-2019 through 10-31-2019.csv,14,6450.0,161.9,6578.0
2019-10-20 19:31:32.163,24,2,AD8194,ADSBwICAO,36.13081455230713,-115.36638021469116,6425.0,148.0,64.0,-2112.0,161.24515,N97CX,4770.0,Light,RS_1090LSC,17807.535590927415,9.615299995101196,10-1-2019 through 10-31-2019.csv,14,6415.0,162.0,6553.0
