TSDateTime,SV,LinkVersion,ICAO,AddrQualifier,Latitude,Longitude,PressureAlt,NSVelocity,EWVelocity,VerticalRate,GroundSpeed,TargetID,Mode3,CategoryCode,EquipmentType,dist_to_VGT_m,dist_to_VGT_nm,source_file,Group,sm_alt,sm_gs,corrected_alt
2019-12-09 22:54:43.455,166,2,AD8194,ADSBwICAO,36.046786308288574,-115.15794038772584,7575.0,128.0,-75.0,-640.0,148.35431,N97CX,7316.0,Light,RS_1090HMC,18519.182521409763,9.999558596873522,12-1-2019 through 12-31-2019.csv,26,7558.3,148.1,7684.6
2019-12-09 22:54:44.439,24,2,AD8194,ADSBwICAO,36.04734420776367,-115.15839099884032,7550.0,128.0,-75.0,-576.0,148.35431,N97CX,7316.0,Light,RS_1090HMC,18450.983013480964,9.962733808575036,12-1-2019 through 12-31-2019.csv,26,7550.0,147.9,7659.6
2019-12-09 22:54:45.153,166,2,AD8194,ADSBwICAO,36.047751903533936,-115.15862703323364,7550.0,127.0,-75.0,-640.0,147.49237,N97CX,7316.0,Light,RS_UAT,18402.63583743804,9.936628421942784,12-1-2019 through 12-31-2019.csv,26,7545.0,147.8,7659.6
2019-12-09 22:54:46.361,24,2,AD8194,ADSBwICAO,36.04841709136963,-115.15916347503662,7525.0,127.0,-75.0,-640.0,147.49237,N97CX,7316.0,Light,RS_1090HMC,18321.41790389133,9.892774246161624,12-1-2019 through 12-31-2019.csv,26,7530.0,147.8,7634.6
2019-12-09 22:54:47.464,166,2,AD8194,ADSBwICAO,36.0491681098938,-115.15965700149536,7525.0,127.0,-75.0,-704.0,147.49237,N97CX,7316.0,Light,RS_1090LSC,18231.522254805823,9.844234478836835,12-1-2019 through 12-31-2019.csv,26,7520.0,147.7,7634.6
2019-12-09 22:54:48.535,24,2,AD8194,ADSBwICAO,36.0497260093689,-115.16008615493774,7500.0,127.0,-76.0,-768.0,148.00338,N97CX,7316.0,Light,RS_1090HMC,18163.81838117092,9.807677311647364,12-1-2019 through 12-31-2019.csv,26,7505.0,147.8,7609.6
2019-12-09 22:54:49.457,166,2,AD8194,ADSBwICAO,36.05032682418823,-115.16055822372437,7500.0,127.0,-76.0,-768.0,148.00338,N97CX,7316.0,Light,RS_1090LSC,18090.80335195018,9.768252349865108,12-1-2019 through 12-31-2019.csv,26,7495.0,147.9,7609.6
2019-12-09 22:54:50.408,24,2,AD8194,ADSBwICAO,36.05086326599121,-115.1609230041504,7475.0,127.0,-76.0,-832.0,148.00338,N97CX,7316.0,Light,RS_1090HMC,18026.5048627344,9.733533943161124,12-1-2019 through 12-31-2019.csv,26,7480.0,148.0,7584.6
2019-12-09 22:54:51.126,166,2,AD8194,ADSBwICAO,36.0512924194336,-115.16122341156006,7475.0,127.0,-76.0,-896.0,148.00338,N97CX,7316.0,Light,RS_UAT,17974.958077294603,9.705700905666632,12-1-2019 through 12-31-2019.csv,26,7470.0,148.0,7584.6
2019-12-09 22:54:51.675,24,2,AD8194,ADSBwICAO,36.0516357421875,-115.16148090362547,7450.0,127.0,-76.0,-896.0,148.00338,N97CX,7316.0,Light,RS_UAT,17933.48010558661,9.683304592649357,12-1-2019 through 12-31-2019.csv,26,7455.0,148.1,7559.6
