TSDateTime,SV,LinkVersion,ICAO,AddrQualifier,Latitude,Longitude,PressureAlt,NSVelocity,EWVelocity,VerticalRate,GroundSpeed,TargetID,Mode3,CategoryCode,EquipmentType,dist_to_VGT_m,dist_to_VGT_nm,source_file,Group,sm_alt,sm_gs,corrected_alt
2021-11-13 19:19:30.873,166,2,AD8194,ADSBwICAO,36.05395317077637,-115.2639627456665,6600.0,176.0,-2.0,-704.0,176.01136,N97CX,7743.0,Light,RS_UAT,18514.22995442865,9.9968844246375,11-1-2021 through 11-30-2021.csv,109,6591.7,176.0,6875.1
2021-11-13 19:19:31.388,166,2,AD8194,ADSBwICAO,36.05433940887451,-115.26398420333862,6600.0,176.0,-2.0,-704.0,176.01136,N97CX,7743.0,Light,RS_1090LSC,18474.449701884834,9.97540480663328,11-1-2021 through 11-30-2021.csv,109,6587.5,176.0,6875.1
2021-11-13 19:19:32.292,24,2,AD8194,ADSBwICAO,36.05509042739868,-115.26400566101074,6575.0,176.0,0.0,-640.0,176.0,N97CX,7743.0,Light,RS_1090HMC,18396.52242614072,9.933327443920472,11-1-2021 through 11-30-2021.csv,109,6580.0,176.0,6850.1
2021-11-13 19:19:32.891,166,2,AD8194,ADSBwICAO,36.05558395385742,-115.2639627456665,6575.0,176.0,1.0,-640.0,176.00284,N97CX,7743.0,Light,RS_UAT,18343.59654435723,9.904749753972586,11-1-2021 through 11-30-2021.csv,109,6570.0,176.0,6850.1
2021-11-13 19:19:34.507,166,2,AD8194,ADSBwICAO,36.05689287185669,-115.26394128799438,6550.0,176.0,3.0,-640.0,176.02557,N97CX,7743.0,Light,RS_UAT,18206.1297405905,9.830523618029426,11-1-2021 through 11-30-2021.csv,109,6560.0,175.8,6825.1
2021-11-13 19:19:35.464,166,2,AD8194,ADSBwICAO,36.05770826339722,-115.26391983032228,6550.0,176.0,4.0,-576.0,176.04545,N97CX,7743.0,Light,RS_UAT,18120.3083812496,9.784183791171488,11-1-2021 through 11-30-2021.csv,109,6550.0,175.6,6825.1
2021-11-13 19:19:36.469,166,2,AD8194,ADSBwICAO,36.05841636657715,-115.26391983032228,6550.0,175.0,4.0,-576.0,175.04571,N97CX,7743.0,Light,RS_1090LSC,18046.396441872945,9.744274536648458,11-1-2021 through 11-30-2021.csv,109,6540.0,175.5,6825.1
2021-11-13 19:19:37.447,24,2,AD8194,ADSBwICAO,36.05923175811768,-115.26385545730592,6525.0,175.0,5.0,-576.0,175.07141,N97CX,7743.0,Light,RS_1090HMC,17959.329184685084,9.697261978771644,11-1-2021 through 11-30-2021.csv,109,6530.0,175.3,6800.1
2021-11-13 19:19:38.090,166,2,AD8194,ADSBwICAO,36.05981111526489,-115.26385545730592,6525.0,175.0,5.0,-640.0,175.07141,N97CX,7743.0,Light,RS_UAT,17898.918568122834,9.6646428553579,11-1-2021 through 11-30-2021.csv,109,6520.0,175.1,6800.1
2021-11-13 19:19:39.480,166,2,AD8194,ADSBwICAO,36.06094837188721,-115.26381254196168,6500.0,175.0,6.0,-640.0,175.10283,N97CX,7743.0,Light,RS_1090LSC,17779.06591050249,9.599927597463548,11-1-2021 through 11-30-2021.csv,109,6505.0,175.1,6775.1
2021-11-13 19:19:40.430,166,2,AD8194,ADSBwICAO,36.06165647506714,-115.26381254196168,6500.0,175.0,6.0,-640.0,175.10283,N97CX,7743.0,Light,RS_1090HMC,17705.331684844317,9.560114300671875,11-1-2021 through 11-30-2021.csv,109,6495.0,175.1,6775.1
2021-11-13 19:19:41.431,166,2,AD8194,ADSBwICAO,36.06257915496826,-115.26376962661745,6475.0,175.0,7.0,-640.0,175.13994,N97CX,7743.0,Light,RS_1090HMC,17607.955755769413,9.507535505275062,11-1-2021 through 11-30-2021.csv,109,6480.0,175.1,6750.1
2021-11-13 19:19:42.533,166,2,AD8194,ADSBwICAO,36.06339454650879,-115.26368379592896,6475.0,175.0,7.0,-640.0,175.13994,N97CX,7743.0,Light,RS_UAT,17520.425711988133,9.460273062628582,11-1-2021 through 11-30-2021.csv,109,6470.0,175.1,6750.1
2021-11-13 19:19:43.512,24,2,AD8194,ADSBwICAO,36.0641884803772,-115.26364088058472,6450.0,175.0,8.0,-704.0,175.18276,N97CX,7743.0,Light,RS_UAT,17436.53405371834,9.414975190992624,11-1-2021 through 11-30-2021.csv,109,6460.0,175.2,6725.1
