TSDateTime,SV,LinkVersion,ICAO,AddrQualifier,Latitude,Longitude,PressureAlt,NSVelocity,EWVelocity,VerticalRate,GroundSpeed,TargetID,Mode3,CategoryCode,EquipmentType,dist_to_VGT_m,dist_to_VGT_nm,source_file,Group,sm_alt,sm_gs,corrected_alt
2022-05-04 20:25:35.450,24,2,AD8194,ADSBwICAO,36.094701290130615,-115.34140348434448,5475.0,160.0,86.0,-896.0,181.64801,N97CX,4720.0,Light,RS_1090HMC,18452.062148896257,9.963316495084372,5-1-2022 through 5-31-2022.csv,133,5441.7,182.4,5538.5
2022-05-04 20:25:36.641,166,2,AD8194,ADSBwICAO,36.09553813934326,-115.34084558486938,5450.0,160.0,87.0,-1152.0,182.12358,N97CX,4720.0,Light,RS_1090HMC,18351.172052233145,9.90884020098982,5-1-2022 through 5-31-2022.csv,133,5425.0,182.8,5513.5
2022-05-04 20:25:37.703,166,2,AD8194,ADSBwICAO,36.09635353088379,-115.34024477005003,5400.0,161.0,88.0,-1600.0,183.48024,N97CX,4720.0,Light,RS_1090HMC,18249.236221620264,9.853799255734485,5-1-2022 through 5-31-2022.csv,133,5410.0,183.0,5463.5
2022-05-04 20:25:38.735,24,2,AD8194,ADSBwICAO,36.09708309173584,-115.33979415893556,5375.0,161.0,89.0,-1664.0,183.96195,N97CX,4720.0,Light,RS_1090LSC,18163.674303533888,9.807599515947024,5-1-2022 through 5-31-2022.csv,133,5380.0,183.3,5438.5
2022-05-04 20:25:39.754,166,2,AD8194,ADSBwICAO,36.09789848327637,-115.33921480178832,5350.0,162.0,87.0,-1664.0,183.88312,N97CX,4720.0,Light,RS_1090HMC,18063.212291136984,9.753354368864462,5-1-2022 through 5-31-2022.csv,133,5355.0,183.3,5413.5
2022-05-04 20:25:41.730,166,2,AD8194,ADSBwICAO,36.09933614730835,-115.33831357955933,5325.0,162.0,85.0,-1152.0,182.94535,N97CX,4720.0,Light,RS_1090HMC,17893.990764278253,9.661982054145923,5-1-2022 through 5-31-2022.csv,133,5340.0,182.7,5388.5
2022-05-04 20:25:42.844,166,2,AD8194,ADSBwICAO,36.10019445419312,-115.33779859542848,5325.0,162.0,83.0,-768.0,182.02472,N97CX,4720.0,Light,RS_1090HMC,17794.554222153394,9.608290616713496,5-1-2022 through 5-31-2022.csv,133,5325.0,182.0,5388.5
2022-05-04 20:25:43.628,24,2,AD8194,ADSBwICAO,36.10085964202881,-115.33734798431396,5325.0,162.0,80.0,-576.0,180.67651,N97CX,4720.0,Light,RS_UAT,17714.195115844977,9.564900170542645,5-1-2022 through 5-31-2022.csv,133,5315.0,181.1,5388.5
2022-05-04 20:25:44.637,24,2,AD8194,ADSBwICAO,36.10158920288086,-115.33691883087158,5300.0,162.0,79.0,-512.0,180.23596,N97CX,4720.0,Light,RS_1090LSC,17630.34011038225,9.519622089839228,5-1-2022 through 5-31-2022.csv,133,5310.0,180.1,5363.5
2022-05-04 20:25:45.727,166,2,AD8194,ADSBwICAO,36.102447509765625,-115.33642530441284,5300.0,162.0,77.0,-384.0,179.36834,N97CX,4720.0,Light,RS_1090HMC,17532.504833646002,9.466795266547518,5-1-2022 through 5-31-2022.csv,133,5305.0,179.3,5363.5
2022-05-04 20:25:46.499,166,2,AD8194,ADSBwICAO,36.10296249389648,-115.33612489700316,5300.0,162.0,74.0,-320.0,178.10109,N97CX,4720.0,Light,RS_UAT,17473.564737327295,9.434970160543896,5-1-2022 through 5-31-2022.csv,133,5300.0,178.7,5363.5
2022-05-04 20:25:47.291,166,2,AD8194,ADSBwICAO,36.10349893569946,-115.33586740493774,5300.0,162.0,74.0,-320.0,178.10109,N97CX,4720.0,Light,RS_1090HMC,17415.829477497755,9.403795614199652,5-1-2022 through 5-31-2022.csv,133,5295.0,178.0,5363.5
2022-05-04 20:25:47.912,166,2,AD8194,ADSBwICAO,36.10401391983032,-115.33554553985596,5300.0,162.0,73.0,-320.0,177.68793,N97CX,4720.0,Light,RS_UAT,17355.551052237428,9.37124786837874,5-1-2022 through 5-31-2022.csv,133,5290.0,177.3,5363.5
2022-05-04 20:25:49.211,166,2,AD8194,ADSBwICAO,36.10497951507568,-115.33500909805298,5275.0,161.0,73.0,-384.0,176.7767,N97CX,4720.0,Light,RS_1090HMC,17247.009340175842,9.312640032492356,5-1-2022 through 5-31-2022.csv,133,5285.0,176.9,5338.5
2022-05-04 20:25:49.833,24,2,AD8194,ADSBwICAO,36.10551595687866,-115.33470869064332,5275.0,160.0,73.0,-512.0,175.86643,N97CX,4720.0,Light,RS_UAT,17186.60388084327,9.280023693759864,5-1-2022 through 5-31-2022.csv,133,5275.0,176.4,5338.5
2022-05-04 20:25:50.641,24,2,AD8194,ADSBwICAO,36.10609531402588,-115.33438682556152,5275.0,160.0,73.0,-512.0,175.86643,N97CX,4720.0,Light,RS_UAT,17121.577684918877,9.244912356867644,5-1-2022 through 5-31-2022.csv,133,5260.0,175.9,5338.5
2022-05-04 20:25:51.183,166,2,AD8194,ADSBwICAO,36.10648155212402,-115.33417224884032,5250.0,160.0,73.0,-512.0,175.86643,N97CX,4720.0,Light,RS_1090HMC,17078.25167817498,9.221518184759708,5-1-2022 through 5-31-2022.csv,133,5250.0,175.5,5313.5
2022-05-04 20:25:53.205,166,2,AD8194,ADSBwICAO,36.107919216156006,-115.3333568572998,5225.0,159.0,73.0,-704.0,174.95714,N97CX,4720.0,Light,RS_1090HMC,16916.0550826693,9.13393902951906,5-1-2022 through 5-31-2022.csv,133,5235.0,175.5,5288.5
2022-05-04 20:25:54.069,24,2,AD8194,ADSBwICAO,36.10860586166382,-115.33297061920166,5225.0,159.0,73.0,-1088.0,174.95714,N97CX,4720.0,Light,RS_UAT,16838.897632290016,9.092277339249469,5-1-2022 through 5-31-2022.csv,133,5215.0,175.6,5288.5
2022-05-04 20:25:55.225,166,2,AD8194,ADSBwICAO,36.10939979553223,-115.33254146575928,5200.0,160.0,73.0,-1152.0,175.86643,N97CX,4720.0,Light,RS_1090HMC,16750.923570570823,9.044775146096557,5-1-2022 through 5-31-2022.csv,133,5195.0,175.8,5263.5
2022-05-04 20:25:56.110,166,2,AD8194,ADSBwICAO,36.11010789871216,-115.332133769989,5175.0,161.0,72.0,-1280.0,176.3661,N97CX,4720.0,Light,RS_UAT,16670.878494922235,9.001554262916974,5-1-2022 through 5-31-2022.csv,133,5175.0,176.5,5238.5
2022-05-04 20:25:57.349,24,2,AD8194,ADSBwICAO,36.11107349395752,-115.33161878585815,5150.0,162.0,71.0,-1216.0,176.87566,N97CX,4720.0,Light,RS_1090LSC,16564.5709749954,8.944152794273974,5-1-2022 through 5-31-2022.csv,133,5150.0,177.3,5213.5
2022-05-04 20:25:57.955,24,2,AD8194,ADSBwICAO,36.111459732055664,-115.33140420913696,5125.0,164.0,70.0,-1344.0,178.31433,N97CX,4720.0,Light,RS_UAT,16521.51481533164,8.92090432793285,5-1-2022 through 5-31-2022.csv,133,5125.0,178.1,5188.5
2022-05-04 20:25:59.294,166,2,AD8194,ADSBwICAO,36.1125111579895,-115.33086776733398,5100.0,165.0,70.0,-1408.0,179.23448,N97CX,4720.0,Light,RS_1090HMC,16407.613915321275,8.859402762052525,5-1-2022 through 5-31-2022.csv,133,5105.0,178.7,5163.5
2022-05-04 20:25:59.853,166,2,AD8194,ADSBwICAO,36.11298322677612,-115.33061027526855,5075.0,165.0,71.0,-1408.0,179.62739,N97CX,4720.0,Light,RS_UAT,16355.418421251534,8.831219449919836,5-1-2022 through 5-31-2022.csv,133,5085.0,179.5,5138.5
2022-05-04 20:26:00.429,24,2,AD8194,ADSBwICAO,36.11336946487427,-115.3304386138916,5075.0,165.0,71.0,-1408.0,179.62739,N97CX,4720.0,Light,RS_1090LSC,16315.35963561508,8.809589436077257,5-1-2022 through 5-31-2022.csv,133,5070.0,180.1,5138.5
2022-05-04 20:26:01.388,24,2,AD8194,ADSBwICAO,36.11409902572632,-115.33003091812134,5050.0,166.0,72.0,-1344.0,180.94198,N97CX,4720.0,Light,RS_1090LSC,16234.155974550284,8.765742966819808,5-1-2022 through 5-31-2022.csv,133,5055.0,180.3,5113.5
2022-05-04 20:26:01.962,166,2,AD8194,ADSBwICAO,36.11450672149658,-115.32979488372804,5050.0,165.0,74.0,-1216.0,180.83418,N97CX,,Light,RS_UAT,16188.260524270892,8.740961406193787,5-1-2022 through 5-31-2022.csv,133,5045.0,180.4,5113.5
2022-05-04 20:26:02.791,166,2,AD8194,ADSBwICAO,36.11527919769287,-115.32936573028564,5025.0,164.0,75.0,-1088.0,180.3358,N97CX,4720.0,Light,RS_UAT,16102.589061738554,8.694702517137449,5-1-2022 through 5-31-2022.csv,133,5030.0,180.5,5088.5
2022-05-04 20:26:03.964,24,2,AD8194,ADSBwICAO,36.11611604690552,-115.32891511917114,5025.0,164.0,75.0,-960.0,180.3358,N97CX,4720.0,Light,RS_1090LSC,16010.85451473094,8.645169824368757,5-1-2022 through 5-31-2022.csv,133,5020.0,180.1,5088.5
2022-05-04 20:26:04.974,24,2,AD8194,ADSBwICAO,36.11684560775757,-115.32844305038452,5000.0,163.0,76.0,-704.0,179.84716,N97CX,4720.0,Light,RS_1090LSC,15925.604595567114,8.5991385505222,5-1-2022 through 5-31-2022.csv,133,5010.0,179.5,5063.5
2022-05-04 20:26:05.924,166,2,AD8194,ADSBwICAO,36.1175537109375,-115.3280782699585,5000.0,163.0,74.0,-384.0,179.01117,N97CX,4720.0,Light,RS_UAT,15849.27531819062,8.557924037899904,5-1-2022 through 5-31-2022.csv,133,5010.0,178.7,5063.5
2022-05-04 20:26:06.580,166,2,AD8194,ADSBwICAO,36.118004322052,-115.32782077789308,5000.0,163.0,72.0,-256.0,178.19371,N97CX,4720.0,Light,RS_UAT,15799.02468446916,8.530790866344038,5-1-2022 through 5-31-2022.csv,133,5010.0,177.8,5063.5
2022-05-04 20:26:07.723,166,2,AD8194,ADSBwICAO,36.118905544281006,-115.32734870910645,5025.0,162.0,69.0,64.0,176.08237,N97CX,,Light,RS_UAT,15701.550518392882,8.47815902720998,5-1-2022 through 5-31-2022.csv,133,5015.0,176.9,5088.5
2022-05-04 20:26:08.910,24,2,AD8194,ADSBwICAO,36.11980676651001,-115.3268551826477,5025.0,162.0,68.0,128.0,175.69291,N97CX,4720.0,Light,RS_1090LSC,15602.75934702751,8.424816062109887,5-1-2022 through 5-31-2022.csv,133,5015.0,176.0,5088.5
2022-05-04 20:26:09.567,166,2,AD8194,ADSBwICAO,36.12025737762451,-115.32664060592651,5025.0,162.0,67.0,64.0,175.3083,N97CX,4720.0,Light,RS_UAT,15555.62235611086,8.399364123170011,5-1-2022 through 5-31-2022.csv,133,5015.0,175.4,5088.5
2022-05-04 20:26:10.778,24,2,AD8194,ADSBwICAO,36.12122297286987,-115.32616853713988,5000.0,162.0,66.0,-192.0,174.92856,N97CX,4720.0,Light,RS_1090LSC,15453.916594818616,8.34444740540962,5-1-2022 through 5-31-2022.csv,133,5005.0,175.2,5063.5
2022-05-04 20:26:11.707,166,2,AD8194,ADSBwICAO,36.121909618377686,-115.325825214386,5000.0,162.0,66.0,-448.0,174.92856,N97CX,4720.0,Light,RS_1090HMC,15381.18569437927,8.305175860895934,5-1-2022 through 5-31-2022.csv,133,4990.0,175.3,5063.5
