TSDateTime,SV,LinkVersion,ICAO,AddrQualifier,Latitude,Longitude,PressureAlt,NSVelocity,EWVelocity,VerticalRate,GroundSpeed,TargetID,Mode3,CategoryCode,EquipmentType,dist_to_VGT_m,dist_to_VGT_nm,source_file,Group,sm_alt,sm_gs,corrected_alt
2022-03-18 20:52:04.792,166,2,AD8194,ADSBwICAO,36.14484786987305,-115.38337469100952,5325.0,157.0,116.0,-2560.0,195.20502,N97CX,4722.0,Light,RS_UAT,18471.14342916861,9.973619562186077,3-1-2022 through 3-31-2022.csv,127,5283.3,196.2,5462.2
2022-03-18 20:52:06.026,166,2,AD8194,ADSBwICAO,36.14583492279053,-115.38247346878052,5275.0,158.0,116.0,-2560.0,196.0102,N97CX,4722.0,Light,RS_1090HMC,18353.40127943089,9.91004388738169,3-1-2022 through 3-31-2022.csv,127,5268.8,196.6,5412.2
2022-03-18 20:52:07.036,24,2,AD8194,ADSBwICAO,36.146628856658936,-115.38180828094482,5250.0,162.0,113.0,-2432.0,197.51709,N97CX,4722.0,Light,RS_UAT,18263.819201029088,9.861673434680933,3-1-2022 through 3-31-2022.csv,127,5255.0,196.8,5387.2
2022-03-18 20:52:07.842,24,2,AD8194,ADSBwICAO,36.14722967147827,-115.38129329681396,5225.0,163.0,112.0,-2240.0,197.77007,N97CX,4722.0,Light,RS_UAT,18195.19033743302,9.824616812868802,3-1-2022 through 3-31-2022.csv,127,5215.0,197.5,5362.2
2022-03-18 20:52:08.752,24,2,AD8194,ADSBwICAO,36.14783048629761,-115.38079977035522,5200.0,164.0,110.0,-2112.0,197.47405,N97CX,4722.0,Light,RS_UAT,18128.443299849085,9.78857629581484,3-1-2022 through 3-31-2022.csv,127,5185.0,197.8,5337.2
2022-03-18 20:52:10.974,24,2,AD8194,ADSBwICAO,36.14959001541138,-115.37936210632324,5125.0,166.0,109.0,-1728.0,198.58751,N97CX,4722.0,Light,RS_1090LSC,17934.241978289978,9.683715970998907,3-1-2022 through 3-31-2022.csv,127,5155.0,197.7,5262.2
2022-03-18 20:52:11.712,166,2,AD8194,ADSBwICAO,36.15012645721436,-115.37891149520874,5125.0,165.0,109.0,-1536.0,197.75237,N97CX,4722.0,Light,RS_UAT,17874.20441642043,9.651298281004552,3-1-2022 through 3-31-2022.csv,127,5125.0,197.4,5262.2
2022-03-18 20:52:12.624,166,2,AD8194,ADSBwICAO,36.150898933410645,-115.37828922271729,5100.0,164.0,109.0,-1408.0,196.91876,N97CX,4722.0,Light,RS_UAT,17790.12313089361,9.605898018841042,3-1-2022 through 3-31-2022.csv,127,5095.0,197.2,5237.2
2022-03-18 20:52:14.054,24,2,AD8194,ADSBwICAO,36.1519718170166,-115.37743091583252,5075.0,164.0,108.0,-1280.0,196.367,N97CX,4722.0,Light,RS_UAT,17674.164105545296,9.543285154182126,3-1-2022 through 3-31-2022.csv,127,5075.0,196.5,5212.2
2022-03-18 20:52:14.846,166,2,AD8194,ADSBwICAO,36.15257263183594,-115.37693738937378,5050.0,164.0,108.0,-1216.0,196.367,N97CX,4722.0,Light,RS_UAT,17608.31975976658,9.507732051709816,3-1-2022 through 3-31-2022.csv,127,5050.0,195.9,5187.2
